gvkey,ticker,year,firmname,sector,industry,v6,cusip,totalassets,totaldebt,numberofemployees,totalinventory,pretaxincome,propertyplantandequitment,incometaxes,researchanddevelopmentexpenses,etrincometaxespretaxincome,leverageratiooftotaldebttototala,capitalintensityratioofpropertyp,inventoryintensityratioofinvento,firm,bvdid,primary_naics,totspending,numissue,numtax,taxratio,spending_on_tax,anylob,rateofassets
3121,CLX,2000,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4353,595,11,376,622,1079,228,63,0.366559486,0.086377211,0.247875029,0.086377211,THE CLOROX COMPANY,US310595760,325612,320000,7,0,0,0,1,0.142889961
3121,CLX,2001,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,3995,887,11,281,487,1046,162,67,0.332648871,0.070337922,0.261827284,0.070337922,,,,0,0,0,0,1,0,0.121902378
3121,CLX,2002,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,3630,680,9.5,258,498,922,176,67,0.353413655,0.07107438,0.25399449,0.07107438,,,,0,0,0,0,1,0,0.137190083
3121,CLX,2003,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,3652,708,8.9,264,802,1072,288,76,0.359102244,0.072289157,0.293537788,0.072289157,,,,0,0,0,0,1,0,0.219605696
3121,CLX,2004,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,3834,477,8.6,301,840,1052,294,84,0.35,0.078508086,0.274387063,0.078508086,,,,0,0,0,0,1,0,0.219092332
3121,CLX,2005,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,3617,2124,7.6,323,729,999,212,88,0.290809328,0.089300525,0.276195742,0.089300525,,,,0,0,0,0,1,0,0.201548244
3121,CLX,2006,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,3616,2118,7.6,292,653,1004,210,99,0.321592649,0.080752212,0.277654867,0.080752212,CLOROX SERVICES CO,US124003622L,325612,80000,4,0,0,0,1,0.180586283
3121,CMCSA,2007,Comcast Corp. (New) Class A,Communications,Broadcasting,CLX,189054109,3666,1962,7.8,309,743,976,247,108,0.33243607,0.084288052,0.266230224,0.084288052,CLOROX SERVICES CO,US124003622L,325612,40000,3,0,0,0,1,0.202673213
3121,CLX,2008,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4708,2720,8.3,384,693,960,232,111,0.334776335,0.081563297,0.203908241,0.081563297,THE CLOROX COMPANY,US310595760,325612,130000,4,0,0,0,1,0.147196262
3121,CLX,2009,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4576,2728,8.3,366,811,955,274,114,0.337854501,0.079982517,0.208697552,0.079982517,,,,0,0,0,0,1,0,0.177229021
3121,CLX,2010,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4555,2424,8.3,367,925,979,322,119,0.348108108,0.080570801,0.21492865,0.080570801,THE CLOROX COMPANY,US310595760,325612,10000,1,0,0,0,1,0.203073546
3121,CLX,2011,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4163,2125,8.1,382,563,1039,276,115,0.490230906,0.091760749,0.24957963,0.091760749,,,,0,0,0,0,1,0,0.13523901
3121,CLX,2012,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4355,2421,8.4,384,791,1081,248,121,0.313527181,0.088174512,0.248220436,0.088174512,,,,0,0,0,0,1,0,0.18163031
3121,CLX,2013,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4311,2170,8.4,394,853,1021,279,130,0.327080891,0.091394108,0.236836001,0.091394108,,,,0,0,0,0,1,0,0.197865924
3121,CLX,2014,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4258,2170,8.2,386,861,977,299,125,0.347270616,0.090652889,0.229450446,0.090652889,,,,0,0,0,0,1,0,0.202207609
3121,CLX,2015,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4164,2105,7.7,385,921,918,315,136,0.342019544,0.092459174,0.220461095,0.092459174,,,,0,0,0,0,1,0,0.221181556
3121,CLX,2016,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4518,1803,8,443,983,906,335,141,0.340793489,0.098052236,0.200531209,0.098052236,,,,0,0,0,0,1,0,0.217574148
3121,CLX,2017,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,4573,1794,8.1,459,1033,931,330,135,0.31945789,0.100371747,0.203586267,0.100371747,,,,0,0,0,0,1,0,0.2258911
3121,CLX,2018,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,5060,2285,8.7,506,1054,996,231,132,0.219165085,0.1,0.196837945,0.1,,,,0,0,0,0,1,0,0.208300395
3121,CLX,2019,Clorox Co.,Consumer Staples,Household Products,CLX,189054109,5116,2296,8.8,512,1024,1034,204,136,,,,0.100078186,,,,0,0,0,0,1,0,0.200156372
3130,EP2,2004,El Paso Corp.,Energy,Oil & Gas Production,EP2,28335P002,9344,3757,,58,-30,6799,12,,-0.4,0.006207192,0.727632706,0.006207192,,,,0,0,0,0,1,0,-0.003210616
3144,KO,2000,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,20834,856,36.9,1066,3399,4168,1222,0,0.359517505,0.051166363,0.200057598,0.051166363,THE COCA-COLA COMPANY,US205557045L,312111,1012150,25,0,0.04,40486,1,0.163146779
3144,KO,2001,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,22417,1375,38,1055,5670,4453,1691,,0.298236332,0.047062497,0.198643886,0.047062497,THE COCA-COLA COMPANY,US205557045L,312111,1350000,40,1,0.125,168750,1,0.252933042
3144,KO,2002,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,24501,2881,56,1294,5499,5911,1523,,0.276959447,0.052814171,0.241255459,0.052814171,THE COCA-COLA COMPANY,US205557045L,312111,1160000,33,0,0.1212121,140606.1,1,0.224439819
3144,KO,2003,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,27342,2840,49,1252,5495,6097,1148,,0.208917198,0.045790359,0.222990271,0.045790359,COCA COLA,,312111,1510000,39,0,0.1282051,193589.8,1,0.200972862
3144,KO,2004,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,31327,2647,50,1420,6222,6091,1375,,0.220990035,0.045328311,0.194432917,0.045328311,THE COCA-COLA COMPANY,US205557045L,312111,1677205,33,0,0.1212121,203297.6,1,0.198614614
3144,KO,2005,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,29427,1182,55,1424,6690,5786,1818,,0.271748879,0.048390934,0.19662215,0.048390934,THE COCA-COLA COMPANY,US205557045L,312111,1812420,40,0,0.35,634347,1,0.227342237
3144,KO,2006,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,29963,1347,71,1641,6578,6903,1498,,0.227728793,0.054767547,0.23038414,0.054767547,THE COCA-COLA COMPANY,US205557045L,312111,1670000,42,1,0.1666667,278333.3,1,0.219537429
3144,KO,2007,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,43269,3410,90.5,2220,7873,8493,1892,,0.240315001,0.05130694,0.196283714,0.05130694,THE COCA-COLA COMPANY,US205557045L,312111,2432000,63,0,0.1587302,386031.8,1,0.181954748
3144,KO,2008,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,40519,3246,92.4,2187,7439,8326,1632,,0.219384326,0.053974679,0.205483847,0.053974679,THE COCA-COLA COMPANY,US205557045L,312111,3611000,174,0,0.137931,498069,1,0.183592882
3144,KO,2009,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,48671,5110,92.8,2354,8946,9561,2040,,0.228034876,0.048365556,0.196441413,0.048365556,THE COCA-COLA COMPANY,US205557045L,312111,1.28E+07,146,1,0.2945206,3770452,1,0.183805552
3144,KO,2010,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,72921,15317,139.6,2650,14243,14727,2384,,0.167380468,0.036340697,0.201958284,0.036340697,THE COCA-COLA COMPANY,US205557045L,312111,9912795,146,0,0.2534246,2512147,1,0.195320964
3144,KO,2011,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,79974,15697,146.2,3092,11439,14939,2805,,0.245213743,0.038662565,0.186798209,0.038662565,THE COCA-COLA COMPANY,US205557045L,312111,6755000,100,0,0.17,1148350,1,0.143033986
3144,KO,2012,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,86174,16313,150.9,3264,11809,14476,2723,,0.230586841,0.037876854,0.167985703,0.037876854,THE COCA-COLA COMPANY,US205557045L,312111,6030021,83,1,0.1807229,1089763,1,0.137036693
3144,KO,2013,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,90055,20178,130.6,3277,11477,14967,2851,,0.248409863,0.036388873,0.166198434,0.036388873,THE COCA-COLA COMPANY,US205557045L,312111,6761527,91,1,0.1868132,1263142,1,0.12744434
3144,KO,2014,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,92023,22615,129.2,3100,9325,14633,2201,,0.236032172,0.03368723,0.159014594,0.03368723,THE COCA-COLA COMPANY,US205557045L,312111,1.03E+07,114,0,0.2105263,2162105,1,0.101333362
3144,KO,2015,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,90093,31084,123.2,2902,9605,12571,2239,,0.233107756,0.03221116,0.139533593,0.03221116,THE COCA-COLA COMPANY,US205557045L,312111,9690000,137,0,0.1970803,1909708,1,0.106612056
3144,KO,2016,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,87270,33211,100.3,2675,8136,10635,1586,,0.194936087,0.030652,0.121863183,0.030652,THE COCA-COLA COMPANY,US205557045L,312111,8935000,126,1,0.1825397,1630992,1,0.093227913
3144,KO,2017,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,87896,34480,61.8,2655,6742,8203,5560,0,0.824681104,0.030206153,0.093326204,0.030206153,THE COCA-COLA COMPANY,US205557045L,312111,7675000,111,0,0.1891892,1452027,1,0.076704287
3144,KO,2018,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,83216,30361,62.6,2766,8350,8232,1623,,0.194371258,0.0332388,,0.0332388,THE COCA-COLA COMPANY,US205557045L,312111,7915000,101,1,0.1980198,1567327,1,0.100341281
3144,KO,2019,Coca Cola Co.,Consumer Staples,Beverages,KO,191216100,86381,33161,86.2,3379,10786,12210,1801,,,,,0.039117399,THE COCA-COLA COMPANY,US205557045L,312111,7630000,84,0,0.1904762,1453333,1,0.124865422
3170,CL,2000,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,7252.3,2857.1,38.3,686.6,1599.8,2528.3,503.4,176.1,0.314664333,0.094673414,0.348620438,0.094673414,COLGATE-PALMOLIVE COMPANY,US131815595,325611,0,2,0,0,0,1,0.2
3170,CL,2001,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,6984.8,3137.5,38.5,677,1708.8,2513.5,522.1,184.9,0.305536049,0.096924751,0.359852823,0.096924751,COLGATE-PALMOLIVE COMPANY,US131815595,325611,0,2,0,0,0,1,0.2
3170,CL,2002,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,7087.2,3509.3,37.7,671.7,1911.6,2491.3,582,196.6,0.304456999,0.094776498,0.351521052,0.094776498,,,,0,0,0,0,1,0,0.3
3170,CL,2003,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,7478.8,2999.3,36.6,718.3,2087.1,2542.2,620.6,204.8,0.297350391,0.09604482,0.339920843,0.09604482,,,,0,0,0,0,1,0,0.3
3170,CL,2004,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,8672.9,3540.8,36,845.5,2050.3,2647.7,675.3,229.2,0.329366434,0.097487576,0.305284276,0.097487576,,,,0,0,0,0,1,0,0.2
3170,CL,2005,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,8507.1,3274.7,35.8,855.8,2134.3,2544.1,727.6,246.3,0.340908026,0.100598324,0.299056083,0.100598324,COLGATE-PALMOLIVE COMPANY,US131815595,325611,90000,3,0,0,0,1,0.3
3170,CL,2006,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,9138,3497.1,34.7,1008.4,2059.3,2696.1,648.4,241.5,0.314864274,0.110352375,0.295042679,0.110352375,,,,0,0,0,0,1,0,0.225355658
3170,CMA,2007,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CL,194162103,10112,3360,36,1171,2563.6,3015.2,759.1,247,0.296107037,0.115803006,0.29818038,0.115803006,COLGATE-PALMOLIVE COMPANY,US131815595,325611,0,1,0,0,0,1,0.25352057
3170,CL,2008,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,9979.3,3676.3,36.6,1197.1,3005.4,3119.5,967.9,253.1,0.322053637,0.119958314,0.312597076,0.119958314,COLGATE-PALMOLIVE COMPANY,US131815595,325611,40000,2,0,0,0,1,0.3
3170,CL,2009,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,11134,3147,38.1,1209,3538,3516,1141,269,0.322498587,0.108586312,0.315789474,0.108586312,COLGATE-PALMOLIVE COMPANY,US131815595,325611,450000,6,0,0,0,1,0.317765403
3170,CL,2010,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,11172,3376,39.2,1222,3430,3693,1117,256,0.325655977,0.109380594,0.330558539,0.109380594,COLGATE-PALMOLIVE COMPANY,US131815595,325611,1090000,8,0,0,0,1,0.307017544
3170,CL,2011,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,12724,4776,38.6,1327,3789,3668,1235,262,0.325943521,0.104291103,0.288274128,0.104291103,COLGATE-PALMOLIVE COMPANY,US131815595,325611,740000,9,0,0,0,1,0.297783716
3170,CL,2012,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,13394,5176,37.7,1365,3874,3842,1243,259,0.320856995,0.101911304,0.286844856,0.101911304,COLGATE-PALMOLIVE COMPANY,US131815595,325611,680000,9,0,0,0,1,0.289233985
3170,CL,2013,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,13876,5644,37.4,1425,3565,4083,1155,267,0.32398317,0.102695301,0.294249063,0.102695301,COLGATE-PALMOLIVE COMPANY,US131815595,325611,460000,7,0,0,0,1,0.25691842
3170,CL,2014,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,13459,6132,37.7,1382,3533,4080,1194,277,0.337956411,0.10268222,0.303142878,0.10268222,COLGATE-PALMOLIVE COMPANY,US131815595,325611,850000,9,0,0,0,1,0.262500929
3170,CL,2015,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,11958,6567,37.9,1180,2763,3796,1215,274,0.439739414,0.098678709,0.317444389,0.098678709,COLGATE-PALMOLIVE COMPANY,US131815595,325611,580000,8,0,0,0,1,0.231058705
3170,CL,2016,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,12123,6520,36.7,1171,3738,3840,1152,289,0.308186196,0.096593253,0.316753279,0.096593253,COLGATE-PALMOLIVE COMPANY,US131815595,325611,70000,6,0,0,0,1,0.30833952
3170,CL,2017,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,12676,6566,35.9,1221,3487,4072,1313,285,0.37654144,0.096323761,0.321236983,0.096323761,COLGATE-PALMOLIVE COMPANY,US131815595,325611,160000,6,0,0,0,1,0.275086778
3170,CL,2018,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,12161,6354,34.5,1250,3464,3881,906,277,0.261547344,0.1027876,0.31913494,0.1027876,COLGATE- PALMOLIVE,,325611,190000,7,0,0,0,1,0.284844996
3170,CL,2019,Colgate-Palmolive Co.,Consumer Staples,Personal Products,CL,194162103,15034,8223,34.3,1400,3301,4252,774,281,,,,0.093122256,COLGATE- PALMOLIVE,,325611,120000,4,0,0,0,1,0.219568977
3221,AON,2000,Aon PLC,Finance,Insurance,AON,G0403H108,22251,2598,51,0,788,0,307,0,0.389593909,0,0,0,AON RISK SERVICES,US191889366L,524210,60000,10,0,0,0,1,0.035414139
3221,AON,2001,Aon PLC,Finance,Insurance,AON,G0403H108,22330,2494,53,0,243,,96,,0.395061728,0,0,0,AON CORPORATION,,524210,40000,2,0,0,0,1,0.010882221
3221,AON,2003,Aon PLC,Finance,Insurance,AON,G0403H108,27027,2095,54,0,1052,827,389,,0.369771863,0,0.030599031,0,AON CORP,US363051915,524210,80000,4,1,0.25,20000,1,0.038924039
3221,AON,2004,Aon PLC,Finance,Insurance,AON,G0403H108,28329,2115,48,0,880,664,303,,0.344318182,0,0.023438879,0,AON CORPORATION,,524210,74000,4,0,0,0,1,0.031063574
3221,AON,2005,Aon PLC,Finance,Insurance,AON,G0403H108,27818,2105,46.6,0,965,537,323,,0.334715026,0,0.019304048,0,AON CORPORATION,,524210,868000,17,0,0,0,1,0.034689769
3221,AON,2006,Aon PLC,Finance,Insurance,AON,G0403H108,24318,2243,43.1,0,920,504,294,,0.319565217,0,0.020725389,0,AON CORPORATION,,524210,1401000,16,0,0.0625,87562.5,1,0.037832059
3221,APA,2007,Apache Corp,Energy,Oil & Gas Production,AON,G0403H108,24948,2145,42.5,0,1024,498,352,,0.34375,0,0.01996152,0,AON CORPORATION,,524210,1830000,25,0,0.08,146400,1,0.041045374
3221,AON,2008,Aon PLC,Finance,Insurance,AON,G0403H108,22940,1977,37.7,0,863,451,242,,0.28041715,0,0.019659983,0,AON CORPORATION,,524210,1060000,27,0,0.037037,39259.26,1,0.037619878
3221,AON,2009,Aon PLC,Finance,Insurance,AON,G0403H108,22958,2008,36.2,0,949,461,268,,0.282402529,0,0.020080146,0,AON HEWITT (FORMERLY HEWITT ASSOCIATES LLC),US243428900L,524210,1430000,30,0,0.0333333,47666.67,1,0.041336353
3221,AON,2010,Aon PLC,Finance,Insurance,AON,G0403H108,28982,4506,59,0,1059,781,300,,0.283286119,0,0.026947761,0,AON HEWITT (FORMERLY HEWITT ASSOCIATES LLC),US243428900L,524210,830000,23,0,0.1304348,108260.9,1,0.036539921
3221,AON,2011,Aon PLC,Finance,Insurance,AON,G0403H108,29552,4442,62,0,1384,783,378,,0.273121387,0,0.026495669,0,AON,US363051915,524210,780000,16,1,0.1875,146250,1,0.046832702
3221,AON,2012,Aon PLC,Finance,Insurance,AON,G0403H108,30486,4115,64.725,0,1381,820,360,,0.260680666,0,0.026897592,0,AON CORPORATION,,524210,1010000,18,0,0.2222222,224444.5,1,0.045299482
3221,AON,2013,Aon PLC,Finance,Insurance,AON,G0403H108,30251,4389,65.547,0,1538,791,390,,0.253576073,0,0.026147896,0,AON CORPORATION,,524210,760000,33,0,0.2727273,207272.7,1,0.050841295
3221,AON,2014,Aon PLC,Finance,Insurance,AON,G0403H108,29772,5414,68.633,0,1765,765,334,,0.189235128,0,0.025695284,0,AON,US363051915,524210,730000,29,1,0.3103448,226551.7,1,0.059283891
3221,AON,2015,Aon PLC,Finance,Insurance,AON,G0403H108,27164,5687,68.79,0,1689,765,267,,0.158081705,0,0.028162274,0,AON SERVICE CORPORATION,US165030813L,524210,750000,23,0,0.173913,130434.8,1,0.062177882
3221,AON,2016,Aon PLC,Finance,Insurance,AON,G0403H108,26615,5876,69,0,1669,765,239,0,0.143199521,0,0.02874319,0,AON CORPORATION,,524210,1110000,26,0,0.0769231,85384.62,1,0.062708999
3221,AON,2017,Aon PLC,Finance,Insurance,AON,G0403H108,26088,5667,50,0,685,564,250,0,0.364963504,0,0.021619135,0,AON,US363051915,524210,1530000,32,0,0,0,1,0.026257283
3221,ANTM,2018,Anthem Inc,Health Care,Health Care Services,ANTM,36752103,71571,18066,63.9,0,5068,2735,1318,0,0.260063141,0,0.038213802,0,AON HEWITT (FORMERLY HEWITT ASSOCIATES LLC),US243428900L,524210,1430000,27,1,0.1111111,158888.9,1,0.070810803
3221,AON,2019,Aon PLC,Finance,Insurance,AON,G0403H108,29405,8457,50,0,1871,1650,297,,,0,,0,AON CORPORATION,,524210,1775000,35,0,0,0,1,0.063628635
3221,AON,,Aon PLC,Finance,Insurance,AON,G0403H108,25334,2373,55,0,735,,293,,0.398639456,0,0,0,,,,0,0,0,0,1,0,0.029012394
3226,CMCSA,2004,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,104694,23592,74,0,1810,18711,826,,0.456353591,0,0.178720844,0,,,,0,0,0,0,1,0,0.017288479
3226,CMCSA,2005,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,103146,23371,80,0,1880,18769,933,,0.496276596,0,0.18196537,0,,,,0,0,0,0,1,0,0.018226591
3226,CMCSA,2006,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,110405,28975,90,0,3594,21248,1347,,0.374791319,0,0.192455052,0,COMCAST CABLE COMMUNICATIONS MANAGEMENT,US277724909L,515210,80000,3,0,0,0,1,0.032552874
3226,CMI,2007,Cummins Inc,Industrials,Machinery,CMCSA,20030N101,113417,31323,100,0,4349,23624,1800,,0.41388825,0,0.208293289,0,COMCAST CABLE COMMUNICATIONS MANAGEMENT,US277724909L,515210,120000,2,0,0,0,1,0.038345222
3226,CMCSA,2008,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,113017,32456,100,0,4058,24444,1533,,0.377772302,0,0.216286046,0,COMCAST CABLE COMMUNICATIONS MANAGEMENT,US277724909L,515210,30000,1,0,0,0,1,0.035906103
3226,CMCSA,2009,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,112733,29096,107,0,5106,23855,1478,,0.289463376,0,0.211606185,0,,,,0,0,0,0,1,0,0.04529286
3226,CMCSA,2010,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,118534,31415,102,0,6104,23515,2436,,0.399082569,0,0.198381899,0,,,,0,0,0,0,1,0,0.051495773
3226,CMCSA,2011,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,157818,39309,126,0,8207,27559,3050,,0.371633971,0,0.174625201,0,,,,0,0,0,0,1,0,0.05200294
3226,CMCSA,2012,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,164971,40458,129,0,11609,27232,3744,,0.322508399,0,0.165071437,0,,,,0,0,0,0,1,0,0.070369944
3226,CMCSA,2013,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,158813,47847,136,0,11115,29840,3980,,0.358074674,0,0.187893938,0,,,,0,0,0,0,1,0,0.069987973
3226,CMCSA,2014,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,159339,48234,139,0,12465,30953,3873,,0.310709988,0,0.194258782,0,,,,0,0,0,0,1,0,0.078229435
3226,CMCSA,2015,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,166574,52621,153,0,13372,33665,4959,,0.370849536,0,0.202102369,0,,,,0,0,0,0,1,0,0.080276634
3226,CMCSA,2016,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,180500,61046,159,0,14353,36253,5308,0,0.369818157,0,0.200847645,0,,,,0,0,0,0,1,0,0.079518006
3226,CMCSA,2017,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,186949,64556,164,0,15322,38470,-7578,0,-0.494582953,0,0.205778046,0,,,,0,0,0,0,1,0,0.081958181
3226,CMCSA,2018,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,251684,111743,184,0,15242,44437,3380,0,0.221755675,0,0.176558701,0,,,,0,0,0,0,1,0,0.060560067
3226,CMCSA,2019,Comcast Corp. (New) Class A,Communications,Broadcasting,CMCSA,20030N101,263414,111989,190,0,16996,52360,3673,,,,,0,,,,0,0,0,0,1,0,0.064522007
3231,CMA,2000,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,41985.18,0,10,5.052,1151.371,306.753,402.045,0,0.349188055,0.000120328,0.00730622,0.000120328,COMERICA,US381998421,522110,0,2,0,0,0,1,0.027423272
3231,CMA,2001,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,50731.97,,11.406,10.104,1110.637,352.814,401.059,,0.361107184,0.000199164,0.00695447,0.000199164,COMERICA,US381998421,522110,0,2,0,0,0,1,0.021892251
3231,CMA,2002,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,53301,,11.358,10,882,371,281,,0.318594104,0.000187614,0.00696047,0.000187614,COMERICA,US381998421,522110,0,4,0,0,0,1,0.016547532
3231,CMA,2003,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,52592,,11.282,30,953,374,292,,0.30640084,0.000570429,0.007111348,0.000570429,COMERICA,US381998421,522110,0,1,0,0,0,1,0.018120627
3231,CMA,2004,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,51766,,11.514,27,1110,415,353,,0.318018018,0.000521578,0.008016845,0.000521578,,,,0,0,0,0,1,0,0.021442646
3231,CMA,2005,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,53013,,11.343,24,1279,510,418,,0.326817826,0.000452719,0.009620282,0.000452719,,,,0,0,0,0,1,0,0.024126158
3231,CMA,2006,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,58001,,11.27,18,1127,568,345,,0.306122449,0.000310339,0.009792935,0.000310339,,,,0,0,0,0,1,0,0.019430699
3231,CME,2007,CME Group Inc,Finance,Corporate Finance,CMA,200340107,62331,,10.782,19,988,650,306,,0.309716599,0.000304824,0.010428198,0.000304824,,,,0,0,0,0,1,0,0.015850861
3231,CMA,2008,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,67548,,10.186,66,271,683,59,,0.217712177,0.000977083,0.010111328,0.000977083,,,,0,0,0,0,1,0,0.004011962
3231,CMA,2009,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,59249,,9.33,141,-115,644,-131,,1.139130435,0.002379787,0.010869382,0.002379787,,,,0,0,0,0,1,0,-0.001940961
3231,CMA,2010,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,53667,,9.365,135,315,630,55,,0.174603175,0.002515512,0.011739058,0.002515512,,,,0,0,0,0,1,0,0.005869529
3231,CMA,2011,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,61008,,9.757,128,530,675,137,,0.258490566,0.002098085,0.011064123,0.002098085,,,,0,0,0,0,1,0,0.008687385
3231,CMA,2012,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,65359,,9.306,58,710,622,189,,0.266197183,0.000887406,0.009516669,0.000887406,,,,0,0,0,0,1,0,0.010863079
3231,CMA,2013,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,65227,,9.207,13,730,594,189,,0.25890411,0.000199304,0.009106658,0.000199304,,,,0,0,0,0,1,0,0.011191684
3231,CMA,2014,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,69190,,9.115,15,870,532,277,,0.318390805,0.000216794,0.007688972,0.000216794,,,,0,0,0,0,1,0,0.012574071
3231,CMA,2015,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,71877,,9.103,33,750,550,229,,0.305333333,0.000459118,0.007651961,0.000459118,,,,0,0,0,0,1,0,0.010434492
3231,CMA,2016,"Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",Finance,Banks,CMA,200340107,72978,0,8.149,21,670,501,193,0,0.288059702,0.000287758,0.006865083,0.000287758,,,,0,0,0,0,1,0,0.009180849
