gvkey,ticker,year,firmname,sector,industry,v6,cusip,totalassets,totaldebt,numberofemployees,totalinventory,pretaxincome,propertyplantandequitment,incometaxes,researchanddevelopmentexpenses,etrincometaxespretaxincome,leverageratiooftotaldebttototala,capitalintensityratioofpropertyp,inventoryintensityratioofinvento,firm,bvdid,primary_naics,totspending,numissue,numtax,taxratio,spending_on_tax,anylob,rateofassets
7241,CVS,2005,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,15283.4,1935.7,148,5719.8,1909,3952.6,684.3,0,0.358459927,0.374249185,0.258620464,0.374249185,CVS CAREMARK INC (FORMERLY CAREMARK RX INC ),US631151076,446110,1212901,20,0,0,0,1,0.124906762
7241,CVS,2006,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,20569.8,3214.7,176,7108.9,2225.8,5333.6,856.9,0,0.384985174,0.345598888,0.25929275,0.345598888,CVS/CAREMARK,US050494040,446110,1285189,20,0,0,0,1,0.1
7241,CVS,2007,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,54721.9,8396.9,200,8008.2,4358.7,5852.8,1721.7,0,0.395003097,0.146343603,0.106955351,0.146343603,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1843758,42,0,0,0,1,0.1
7241,CVS,2008,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,60959.9,8710.5,215,9152.6,5536.7,8125.2,2192.6,0,0.396012065,0.150141322,0.13328762,0.150141322,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,5535277,41,0,0.0243902,135006.7,1,0.1
7241,CVS,2009,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,61641,10860,211,10343,5913,7923,2205,0,0.372907154,0.167794163,0.128534579,0.167794163,CVS CAREMARK INC (FORMERLY CAREMARK RX INC ),US631151076,446110,8450000,37,0,0,0,1,0.095926413
7241,CVS,2010,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,62169,9757,201,10695,5629,8322,2190,0,0.389056671,0.172031077,0.133860928,0.172031077,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,9333475,39,0,0,0,1,0.090543518
7241,CVS,2011,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,64543,9264,202,10046,5746,8467,2258,0,0.392969022,0.155648173,0.131183862,0.155648173,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1.01E+07,67,0,0.1641791,1661381,1,0.089025921
7241,CVS,2012,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,65912,9138,203,10759,6323,8632,2441,0,0.386050925,0.163232795,0.130962495,0.163232795,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1.04E+07,79,1,0.164557,1710570,1,0.095930938
7241,CVS,2013,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,71526,13402,208,11045,7528,8615,2928,0,0.388947928,0.154419372,0.120445712,0.154419372,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1.37E+07,91,0,0.1648352,2262940,1,0.105248441
7241,CVS,2014,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,74252,12270,217.8,11930,7678,8843,3033,0,0.395024746,0.160669073,0.119094435,0.160669073,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1.93E+07,115,0,0.1652174,3184175,1,0.103404622
7241,CVS,2015,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,93657,27464,243,14001,8616,9855,3386,0,0.392989786,0.149492296,0.105224383,0.149492296,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1.63E+07,81,1,0.2592593,4220741,1,0.091995259
7241,CVS,2016,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,94462,25657,250,14760,8637,10175,3317,0,0.384045386,0.156253308,0.107715272,0.156253308,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,7047247,103,0,0.2330097,1642077,1,0.091433592
7241,CVS,2017,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,95131,25726,246,15296,8268,10292,1637,0,0.197992259,0.160788807,0.108187657,0.160788807,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,7775500,99,0,0.2626263,2042051,1,0.086911732
7241,CVS,2018,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,196456,72709,295,16450,1406,11349,2002,0,1.423897582,0.083733762,0.057768661,0.083733762,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,8573000,81,1,0.2222222,1905111,1,0.007156819
7241,CVS,2019,CVS Health Corp. (Melville Shoe),Consumer Staples,Retail - Food & Drug,CVS,126650100,222449,89002,300,17516,8997,32904,2366,0,,,,0.078741644,CVS HEALTH (AND SUBSIDIARIES),US050494040,446110,1.22E+07,117,0,0.2136752,2615812,1,0.040445226
7257,MRK,2000,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,39910.4,3611.6,69.3,3021.5,10132.8,11482.1,3002.4,2343.8,0.296305069,0.075707084,0.287696941,0.075707084,MERCK & CO INC,US221918501,325412,9522000,111,0,0.0900901,857837.8,1,0.3
7257,MRK,2001,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,44006.7,4810.8,78.1,3579.3,10693.2,13103.4,3120.8,2456.4,0.291849026,0.081335342,0.297759205,0.081335342,MERCK & CO INC,US221918501,325412,5663420,88,0,0.1022727,579213.4,1,0.2
7257,MRK,2002,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,47561.2,4898.3,77.3,3411.8,10427.8,14195.6,3064.1,2677.2,0.293839544,0.071734944,0.298470182,0.071734944,MERCK & CO INC,US221918501,325412,1.06E+07,72,0,0.0972222,1031556,1,0.2
7257,MRK,2003,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,40587.5,5406.9,63.2,2554.7,9220.3,14169,2462,3279.9,0.267019511,0.062943024,0.349097629,0.062943024,MERCK & CO INC,US221918501,325412,7460000,72,0,0.1111111,828888.9,1,0.2
7257,MRK,2004,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,42572.8,5691.5,62.6,1898.7,8128.7,14713.7,2161.1,4010.2,0.26586047,0.044598899,0.345612692,0.044598899,MERCK & CO INC,US221918501,325412,6240000,70,0,0.1571429,980571.4,1,0.2
7257,MRK,2005,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,44845.8,5647.6,61.5,1658.1,7485.7,14398.2,2732.6,3848,0.365042681,0.036973362,0.321060166,0.036973362,MERCK & CO INC,US221918501,325412,6550000,78,0,0.0641026,419871.8,1,0.2
7257,MRK,2006,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,44569.8,6000,60,1769.4,6341.9,13194.1,1787.6,4782.9,0.281871364,0.039699527,0.296032291,0.039699527,MERCK & CO INC,US221918501,325412,8000000,82,0,0.0853659,682926.8,1,0.1
7257,MSFT,2007,Microsoft Corp.,Information Technology,Software,MRK,58933Y105,48350.7,5315.8,59.8,1881,3492.1,12346,95.3,4882.8,0.027290169,0.038903263,0.255342736,0.038903263,MERCK & CO INC,US221918501,325412,8850000,82,0,0.0731707,647560.9,1,0.1
7257,MRK,2008,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,47195.7,3950.7,55.2,2283.3,9931.7,11999.6,1999.4,4805.3,0.201314981,0.048379407,0.254251976,0.048379407,MERCK & CO INC,US221918501,325412,8690000,138,0,0.1014493,881594.2,1,0.2
7257,MRK,2009,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,112089.7,16823.5,100,8055.3,15291.8,18273.5,2267.6,5845,0.148288625,0.071864765,0.163025684,0.071864765,MERCK & CO INC,US221918501,325412,1.06E+07,148,0,0.1959459,2077027,1,0.1
7257,MRK,2010,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,105781,16982,94,5868,1653,17082,671,10991,0.405928615,0.0554731,0.161484577,0.0554731,MERCK & CO INC,US221918501,325412,8518510,89,0,0.2359551,2009986,1,0.015626625
7257,MRK,2011,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,105128,15549,86,6254,7334,16297,942,8467,0.128442869,0.059489384,0.155020546,0.059489384,MERCK & CO INC,US221918501,325412,9205000,88,0,0.2272727,2092046,1,0.069762575
7257,MRK,2012,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,106132,18054,83,6535,8739,16030,2440,8168,0.279208147,0.061574266,0.15103833,0.061574266,MERCK & CO INC,US221918501,325412,1.05E+07,83,0,0.2168675,2283615,1,0.082340859
7257,MRK,2013,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,105645,22639,76,6226,5545,14973,1028,7503,0.185392245,0.05893322,0.141729377,0.05893322,MERCK & CO INC,US221918501,325412,7127500,109,0,0.1743119,1242408,1,0.052487103
7257,MRK,2014,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,98335,19699,70,5571,17283,13136,5349,7180,0.309494879,0.056653277,0.133584177,0.056653277,MERCK & CO INC,US221918501,325412,5710000,107,0,0.1869159,1067290,1,0.175756343
7257,MRK,2015,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,101779,26229,68,4700,5401,12507,942,6704,0.174412146,0.046178485,0.122883896,0.046178485,MERCK & CO INC,US221918501,325412,7020000,122,0,0.1557377,1093279,1,0.053065957
7257,MRK,2016,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,95377,24575,68,4866,4659,12026,718,10124,0.154110324,0.051018589,0.126089099,0.051018589,MERCK & CO INC,US221918501,325412,7840000,121,0,0.1487603,1166281,1,0.048848255
7257,MRK,2017,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,87872,24353,69,5096,6521,12439,4103,10208,0.629197976,0.057993445,0.141558176,0.057993445,MERCK & CO INC,US221918501,325412,7760000,129,0,0.2015504,1564031,1,0.074210215
7257,MRK,2018,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,82637,19806,69,5440,8701,13291,2508,9752,0.288242731,0.065830076,,0.065830076,MERCK & CO INC,US221918501,325412,8610000,127,1,0.0866142,745748.1,1,0.105291818
7257,MRK,2019,Merck & Co,Health Care,Biotechnology & Life Sciences,MRK,58933Y105,84397,25640,71,5978,11464,16126,1687,9872,,,,0.070831902,MERCK & CO INC,US221918501,325412,8915000,134,0,0.1119403,997947.8,1,0.135834212
7260,MDP1,2000,Meredith Corp.,Communications,Publishing,MDP,589433101,1439.773,505,2.703,35.805,127.586,174.157,56.556,0,0.443277476,0.024868504,0.120961429,0.024868504,MEREDITH CORPORATION,US420410230,511120,70500,10,0,0.1,7050,1,0.089
7260,MDP1,2001,Meredith Corp.,Communications,Publishing,MDP,589433101,1437.747,470,2.616,32.835,116.2,203.798,44.928,,0.386643718,0.022837815,0.141748166,0.022837815,MEREDITH CORPORATION,US420410230,511120,145742,15,0,0.1333333,19432.27,1,0.080820895
7260,MDP1,2002,Meredith Corp.,Communications,Publishing,MDP,589433101,1460.264,385,2.569,32.921,149.072,211.25,57.691,,0.387000912,0.022544554,0.144665622,0.022544554,MEREDITH CORPORATION,US420410230,511120,160834,21,0,0,0,1,0.102
7260,MDP1,2003,Meredith Corp.,Communications,Publishing,MDP,589433101,1436.721,375,2.633,27.148,148.559,201.484,57.491,,0.386991027,0.018895805,0.14023878,0.018895805,MEREDITH CORPORATION,US420410230,511120,201714,9,0,0.1111111,22412.67,1,0.103
7260,MDP1,2005,Meredith Corp.,Communications,Publishing,MDP,589433101,1491.308,250,2.706,41.562,209.052,192.956,80.903,,0.386999407,0.027869494,0.129387088,0.027869494,MEREDITH CORPORATION,US420410230,511120,193942,15,0,0.0666667,12929.47,1,0.14
7260,MDP1,2006,Meredith Corp.,Communications,Publishing,MDP,589433101,2040.675,565,3.161,52.032,237.364,194.798,92.572,,0.390000169,0.025497446,0.09545763,0.025497446,MEREDITH CORPORATION,US420410230,511120,313378,13,0,0.1538462,48212,1,0.116
7260,MEDI1,2007,MedImmune Inc.,Health Care,Pharmaceuticals,MDP,589433101,2089.951,475,3.166,48.836,262.653,206.026,93.823,,0.357212748,0.023367055,0.098579345,0.023367055,MEREDITH CORPORATION,US420410230,511120,319947,16,1,0.125,39993.38,1,0.126
7260,MDP1,2008,Meredith Corp.,Communications,Publishing,MDP,589433101,2059.62,485,3.57,44.085,220.205,199.788,86.1,,0.390999296,0.021404434,0.09700236,0.021404434,MEREDITH CORPORATION,US420410230,511120,594557.5,29,1,0.137931,82007.93,1,0.106915353
7260,MDP1,2009,Meredith Corp.,Communications,Publishing,MDP,589433101,1669.303,380,3.28,28.151,-155.249,191.307,-52.742,,0.339725216,0.016863925,0.114602921,0.016863925,MEREDITH CORPORATION,US420410230,511120,629931.9,27,0,0.1481481,93323.24,1,-0.093
7260,MDP1,2010,Meredith Corp.,Communications,Publishing,MDP,589433101,1727.316,300,3.225,26.807,163.851,187.002,59.888,,0.365502804,0.015519453,0.108261604,0.015519453,MEREDITH CORPORATION,US420410230,511120,723449.9,28,1,0.1071429,77512.49,1,0.095
7260,MDP1,2011,Meredith Corp.,Communications,Publishing,MDP,589433101,1712.829,195,3.25,21.529,212.353,186.438,80.743,,0.380230089,0.012569264,0.108847994,0.012569264,MEREDITH CORPORATION,US420410230,511120,677471.2,23,0,0.0434783,29455.27,1,0.124
7343,MU,2000,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,9631.5,981.6,18.8,704.8,2317,4257.6,796.7,427.5,0.343849806,0.073176556,0.442049525,0.073176556,"MICRON TECHNOLOGY, INC",US751618004,334413,1060000,26,0,0.2692308,285384.6,1,0.240564813
7343,MU,2001,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,8363.2,531.2,18.1,491.1,-959.5,4704.1,-446,489.5,0.46482543,0.058721542,0.562476086,0.058721542,"MICRON TECHNOLOGY, INC",US751618004,334413,3140000,20,0,0.2,628000,1,-0.1
7343,MU,2002,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,7555.4,453.9,18.7,545.4,-998.5,4699.5,-91.5,561.3,0.091637456,0.07218678,0.622005453,0.07218678,"MICRON TECHNOLOGY, INC",US751618004,334413,1220000,15,0,0.2,244000,1,-0.1
7343,MU,2003,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,7158.2,1086,16.6,417.4,-1200.2,4510.5,73,656.4,-0.060823196,0.058310749,0.63011651,0.058310749,"MICRON TECHNOLOGY, INC",US751618004,334413,1240000,23,0,0.173913,215652.2,1,-0.2
7343,MU,2004,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,7760,1098.5,17.9,578.1,232,4712.7,74.8,754.9,0.322413793,0.074497423,0.607306701,0.074497423,"MICRON TECHNOLOGY, INC",US751618004,334413,1890000,34,0,0.1470588,277941.2,1,0.029896907
7343,MU,2005,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,8006.4,1167.2,18.8,771.5,198.6,4683.8,10.6,603.7,0.053373615,0.096360412,0.585006994,0.096360412,"MICRON TECHNOLOGY, INC",US751618004,334413,3336188,30,0,0.1333333,444825.1,1,0
7343,MU,2006,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,12221,571,23.5,963,433.2,5888,18.7,655.6,0.043167128,0.078798789,0.481793634,0.078798789,"MICRON TECHNOLOGY, INC",US751618004,334413,3349735,36,0,0.1111111,372192.8,1,0.035447181
7343,MWV2,2007,MeadWestvaco Corp. (West Virginia Pulp and Paper),Materials,Wood & Paper,MU,595112103,14818,2410,23.5,1532,-168,8279,30,805,-0.178571429,0.103387772,0.558712377,0.103387772,"MICRON TECHNOLOGY, INC",US751618004,334413,1544469,23,0,0.0869565,134301.7,1,-0.011337562
7343,MU,2008,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,13430,2726,22.8,1291,-1611,8811,18,680,-0.011173184,0.096128071,0.656068503,0.096128071,"MICRON TECHNOLOGY, INC",US751618004,334413,1650000,33,0,0.2121212,350000,1,-0.119955324
7343,MU,2009,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,11455,3098,18.2,987,-1944,7081,2,647,-0.001028807,0.086163247,0.61815801,0.086163247,"MICRON TECHNOLOGY, INC",US751618004,334413,1330000,24,0,0.25,332500,1,-0.169707551
7343,MU,2010,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,14693,2360,25.9,1770,1881,6601,-19,624,-0.01010101,0.120465528,0.449261553,0.120465528,"MICRON TECHNOLOGY, INC",US751618004,334413,590000,14,1,0.1428571,84285.72,1,0.128020146
7343,MU,2011,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,14752,2001,26.1,2080,393,7555,203,791,0.51653944,0.140997831,0.512133948,0.140997831,"MICRON TECHNOLOGY, INC",US751618004,334413,80000,3,0,0,0,1,0.026640456
7343,MU,2012,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,14328,3262,27.4,1812,-1048,7103,-17,918,0.016221374,0.126465662,0.495742602,0.126465662,"MICRON TECHNOLOGY, INC",US751618004,334413,590000,18,0,0.1111111,65555.55,1,-0.073143495
7343,MU,2013,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,19118,6037,30.9,2649,1202,7626,8,931,0.006655574,0.138560519,0.398891097,0.138560519,"MICRON TECHNOLOGY, INC",US751618004,334413,1100000,29,0,0.137931,151724.1,1,0.062872685
7343,MU,2014,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,22498,6593,30.4,2455,3207,8682,128,1371,0.039912691,0.109120811,0.385900969,0.109120811,"MICRON TECHNOLOGY, INC",US751618004,334413,1280000,22,0,0.1818182,232727.3,1,0.142546004
7343,MU,2015,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,24143,7341,31.8,2340,3056,10554,157,1540,0.051374346,0.096922503,0.437145342,0.096922503,"MICRON TECHNOLOGY, INC",US751618004,334413,1720000,37,0,0.1081081,185946,1,0.126579133
7343,MU,2016,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,27540,9910,31.4,2889,-256,14686,19,1617,-0.07421875,0.104901961,0.533260712,0.104901961,"MICRON TECHNOLOGY, INC",US751618004,334413,1630000,44,0,0.0909091,148181.8,1,-0.00929557
7343,MU,2017,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,35336,11134,34.1,3123,5204,19431,114,1824,0.021906226,0.088380122,0.549892461,0.088380122,"MICRON TECHNOLOGY, INC",US751618004,334413,1860000,46,0,0.173913,323478.3,1,0.147271904
7343,MU,2018,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,43376,4636,36,3595,14306,23672,168,2141,0.011743324,0.082879934,,0.082879934,"MICRON TECHNOLOGY, INC",US751618004,334413,1720000,46,0,0.0869565,149565.2,1,0.329813722
7343,MU,2019,"Micron Technology, Inc.",Information Technology,Semiconductors,MU,595112103,48887,5851,37,5118,7051,28240,693,2441,,,,0.104690409,"MICRON TECHNOLOGY, INC",US751618004,334413,2290000,38,0,0,0,1,0.144230573
7366,ETR,2000,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,25565.23,0,14.1,519.036,1189.836,16496.63,478.921,0,0.402510094,0.020302421,0.645275905,0.020302421,ENTERGY CORPORATION,US721229752,22111,2946696,45,0,0.1555556,458374.9,1,0.046541181
7366,ETR,2001,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,25910.31,,15.054,558.141,1182.718,17264.03,455.693,,0.385293028,0.02154127,0.666299528,0.02154127,ENTERGY CORPORATION,US721229752,22111,2904109,28,0,0.1785714,518590.9,1,0.045646617
7366,ETR,2002,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,26947.97,,15.601,622.367,917.01,17194.95,293.938,,0.32053958,0.023095136,0.638079701,0.023095136,ENTERGY CORPORATION,US721229752,22111,2340699,53,0,0.1698113,397477.2,1,0.03
7366,ETR,2003,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,28554.21,,14.773,659.403,1303.467,18298.8,490.074,,0.375977298,0.023093022,0.6408441,0.023093022,ENTERGY CORPORATION,US721229752,22111,2517000,55,0,0.1272727,320345.4,1,0.045648855
7366,ETR,2004,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,28310.78,,14.425,696.658,1298.957,18695.63,365.908,,0.281693697,0.02460752,0.660371526,0.02460752,ENTERGY CORPORATION,US721229752,22111,2123885,42,1,0.1666667,353980.8,1,0.045882063
7366,ETR,2005,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,30851.27,,14.136,817.127,1527.836,19197.04,559.284,,0.36606285,0.026486009,0.622244907,0.026486009,ENTERGY CORPORATION,US721229752,22111,2173505,40,0,0.15,326025.8,1,0.049522629
7366,ETR,2006,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,31082.73,,13.814,798.096,1603.925,19438.08,443.044,,0.276224886,0.025676508,0.625365802,0.025676508,ENTERGY CORPORATION,US721229752,22111,2692816,37,0,0.1621622,436672.8,1,0.051601806
7366,ETR,2007,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,33643,,14.3,900.96,1674.371,20974.27,514.417,,0.307229999,0.026780012,0.623436339,0.026780012,ENTERGY CORPORATION,US721229752,22111,3618032,52,0,0.0961538,347887.7,1,0.049768778
7366,ETR,2008,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,36616.82,,14.669,992.315,1843.533,22429.11,602.998,,0.327088259,0.027099979,0.612535857,0.027099979,ENTERGY CORPORATION,US721229752,22111,4590000,114,0,0.0877193,402631.6,1,0.050346617
7366,ETR,2009,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,37364.6,,15.181,1022.557,1883.79,23389.4,632.74,,0.335886697,0.027367002,0.625977633,0.027367002,ENTERGY CORPORATION,US721229752,22111,5495000,118,0,0.1101695,605381.4,1,0.050416437
7366,ETR,2010,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,38685.28,,14.958,1074.428,1887.544,23848.36,617.239,,0.327006417,0.027773564,0.616471109,0.027773564,ENTERGY CORPORATION,US721229752,22111,4800000,137,1,0.1313869,630656.9,1,0.048792305
7366,ETR,2011,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,40701.7,,14.682,1096.888,1653.635,25609.29,286.263,,0.173111358,0.02694944,0.629194496,0.02694944,ENTERGY CORPORATION,US721229752,22111,5020000,109,0,0.0917431,460550.5,1,0.040628156
7366,ETR,2012,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,43202.5,,14.625,1142.361,899.218,27298.54,30.855,,0.034313148,0.02644201,0.631874168,0.02644201,ENTERGY CORPORATION,US721229752,22111,4200000,103,0,0.1553398,652427.2,1,0.020814027
7366,ETR,2013,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,43406.45,,13.808,1123.964,956.553,27881.64,225.981,,0.236245143,0.025893942,0.64233879,0.025893942,ENTERGY CORPORATION,US721229752,22111,4090000,90,0,0.1444445,590777.8,1,0.022037117
7366,ETR,2014,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,46527.86,,13.393,1124.018,1549.854,28722.95,589.597,,0.380420995,0.024157959,0.617327977,0.024157959,ENTERGY CORPORATION,US721229752,22111,3410000,89,0,0.0898876,306516.8,1,0.033310236
7366,ETR,2015,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,44647.68,,13.579,1091.167,-799.661,27824.36,-642.927,,0.803999445,0.0244395,0.623198347,0.0244395,ENTERGY CORPORATION,US721229752,22111,3225000,92,1,0.1630435,525815.3,1,-0.017910471
7366,ETR,2016,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,45904.43,,13.513,878.123,-1381.762,27921.41,-817.259,,0.591461482,0.019129372,0.608250763,0.019129372,ENTERGY CORPORATION,US721229752,22111,3085000,93,0,0.1935484,597096.8,1,-0.030100842
7366,ETR,2017,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,46707.15,0,13.504,905.865,967.923,29664.36,542.57,0,0.560550788,0.019394568,0.635113909,0.019394568,ENTERGY CORPORATION,US721229752,22111,3200000,89,0,0.2696629,862921.3,1,0.02072323
7366,ETR,2018,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,48275.07,,13.688,870.147,-174.271,31974.45,-1036.826,,5.949503934,0.018024771,,0.018024771,ENTERGY CORPORATION,US721229752,22111,2868000,100,0,0.2,573600,1,-0.003609959
7366,ETR,2019,Entergy Corp.,Utilities and Telecommunications,Utilities - Electric,ETR,29364G103,51723.91,,13.635,970.465,1088.419,35182.69,-169.825,,,,,0.018762405,ENTERGY CORPORATION,US721229752,22111,2976600,99,0,0.1515152,451000,1,0.02104286
7435,MMM,2000,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,14522,1617,75,2312,2974,5823,1025,1101,0.344653665,0.159206721,0.400977827,0.159206721,3M COMPANY,US410417775,322220,2850000,66,0,0.0454545,129545.5,1,0.204792728
7435,MMM,2001,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,14606,1557,71.669,2091,2186,5615,702,1084,0.321134492,0.143160345,0.384431056,0.143160345,3M COMPANY,US410417775,322220,2085100,70,0,0.0428571,89361.43,1,0.149664521
7435,MMM,2002,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,15329,2493,68.774,1931,3005,5621,966,1070,0.321464226,0.125970383,0.366690587,0.125970383,3M COMPANY,US410417775,322220,2055000,88,0,0.0454545,93409.09,1,0.196033662
7435,MMM,2003,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,17600,2191,67.072,1816,3657,5609,1202,1102,0.328684714,0.103181818,0.318693182,0.103181818,3M COMPANY,US410417775,322220,2185000,83,0,0.0481928,105301.2,1,0.207784091
7435,MMM,2004,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,20708,2203,67.071,1897,4555,5711,1503,1143,0.329967069,0.091607108,0.275787135,0.091607108,3M COMPANY,US410417775,322220,2065500,84,0,0.047619,98357.15,1,0.219963299
7435,MMM,2005,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,20513,1860,69.315,2162,4983,5593,1694,1242,0.33995585,0.105396578,0.272656364,0.105396578,3M COMPANY,US410417775,322220,2113000,84,0,0.047619,100619,1,0.242919124
7435,MMM,2006,3M Co. (Minnesota Mining & Manufacturing),Industrials,Conglomerates,MMM,88579Y101,21294,2226,75.333,2601,5625,5907,1723,1522,0.306311111,0.122147084,0.277402085,0.122147084,3M COMPANY,US410417775,322220,2155920,87,0,0.045977,99122.76,1,0.264158918
7435,MON3,2007,Monsanto Co. (New),Materials,Chemicals,MMM,88579Y101,24694,4628,76.239,2852,6115,6582,1964,1368,0.321177433,0.115493642,0.26654248,0.115493642,3M COMPANY,US410417775,322220,2240317,81,0,0.037037,82974.7,1,0.247631003
