CustomerKey,Workload,PartnerOneKey,Consumption
676994377,BIZAPP,1117272,44.31
676995103,MODWRK,1020340,985.32
677622146,AZURE,1116756,1173960.56
676962324,MODWRK,1169484,1643.69
683855081,MODWRK,1020922,559.54
677052543,BIZAPP,3845103,28.54
677112038,AZURE,4838299,1121437.76
677620855,MODWRK,1021570,345.79
683864022,MODWRK,1258724,0
676977902,MODWRK,1023126,10204.25
676959490,AZURE,5434892,327545.72
676992559,MODWRK,1145624,0
677620877,MODWRK,1023900,4770.95
677621275,MODWRK,2756991,2810.16
677015702,MODWRK,4925494,806.5
677001560,MODWRK,1396873,163.46
677883565,MODWRK,1540400,0
677091463,AZURE,5206095,627.67
683852308,AZURE,1164592,348328.54
677620473,BIZAPP,4509656,1
676964127,AZURE,4653409,557384.86
676956959,MODWRK,5365471,11975.05
677951915,AZURE,1354488,124531.69
676995236,AZURE,1110131,110804.46
676953126,AZURE,1015394,497573.6
677005697,MODWRK,1029347,4513.08
680009083,MODWRK,3245981,1871.51
677574835,BIZAPP,1321393,112.68
677621038,MODWRK,2497140,1967.73
677620988,BIZAPP,1047415,236.38
676956058,BIZAPP,4813611,668.52
677097337,AZURE,5310781,2725213.74
677023988,MODWRK,1116873,20565.42
683844583,BIZAPP,1527809,315.27
677061966,MODWRK,1018532,2552.55
677040186,BIZAPP,1359050,289.02
676977269,MODWRK,1518113,11149.99
677080085,BIZAPP,4101389,10.74
676975601,MODWRK,4263000,265.77
677621728,AZURE,4922182,15142.5
676962950,BIZAPP,1233678,6.86
683849630,AZURE,1115492,10359.8
677621682,AZURE,4655346,4993
676975748,BIZAPP,1166415,41.16
677042813,AZURE,4797548,4409228.55
677079746,MODWRK,4365606,0
683910640,AZURE,4640959,381.05
677052851,AZURE,1020353,433021.87
683862993,AZURE,1388828,15283.5
676952034,BIZAPP,3530737,81.38
677621300,AZURE,1022075,4867.8
677622001,MODWRK,4720842,1775.21
677026100,MODWRK,5312476,1706.89
677012970,MODWRK,1098601,1667.53
676983077,AZURE,3433233,15333
676967273,AZURE,1121211,641497.87
683860346,AZURE,1304344,117419.63
683951662,AZURE,-5493,680570.57
677046716,AZURE,1023309,27786.09
677622065,MODWRK,1142674,1513.86
676953445,AZURE,1982107,17335.52
676956303,AZURE,4537836,10797519.17
677025126,MODWRK,5175649,54.17
677621588,BIZAPP,1016459,501
676993486,BIZAPP,6375084,60.49
683845090,AZURE,3285645,14916
677620611,AZURE,4864219,15889.23
676982049,AZURE,4508549,21091.38
676954174,MODWRK,1283512,18856.91
677621045,AZURE,1023126,495017.57
676956963,MODWRK,1659298,6504.27
683867085,AZURE,4830400,983560.88
676973336,MODWRK,1111146,8015.92
677621893,AZURE,1104812,0
676985802,AZURE,5142397,15289.5
676981770,MODWRK,1092418,1893.26
677621347,AZURE,6119655,5038
683841700,AZURE,2631035,462892.91
677078590,AZURE,1164592,71759.81
684408027,AZURE,1020691,586.99
676959454,MODWRK,2295721,402.87
676953147,AZURE,4069938,463985.26
676965164,BIZAPP,1028642,3.98
677621848,MODWRK,1202533,3147.85
683841749,MODWRK,1015394,162.2
676976222,MODWRK,1029347,3344.11
676953434,AZURE,1122438,1188713.64
676962589,MODWRK,1405823,2378.6
676967003,AZURE,5372989,7994947.04
678003134,MODWRK,6101651,3282.14
676952916,MODWRK,1709371,0
677113195,MODWRK,1115415,5466
677621531,AZURE,1734741,15838.28
676954033,BIZAPP,2539381,60.1
677023108,AZURE,1018532,32121317.37
677620449,AZURE,1359050,42047.78
680482245,BIZAPP,5329274,404.44
676960459,BIZAPP,5254645,1267.53
683173849,MODWRK,4394736,106977.61
676963302,AZURE,4922182,18532.7
676953173,MODWRK,1020941,111443.76
677060417,MODWRK,1019015,10227.97
676957332,AZURE,4655346,20726.18
677080171,MODWRK,1100749,1444.74
680470767,AZURE,1416163,839569.67
677621572,AZURE,3323934,30922.33
683888474,MODWRK,1097783,82.54
683865276,MODWRK,1022559,2494.43
677575103,MODWRK,4397472,2990.22
683173998,MODWRK,1020891,10.86
676955790,AZURE,1018856,385753.66
677622001,AZURE,4720842,935302.85
676976853,AZURE,1235831,432528.47
676959526,AZURE,4665790,28573.87
677652014,MODWRK,3642764,574.03
683841861,MODWRK,1121211,2013.02
676955538,MODWRK,1022622,14125.39
677867780,AZURE,2249752,19267.67
676961985,AZURE,4273412,16884
683851069,AZURE,5004560,875034.41
677621437,MODWRK,1117272,3997.34
676962893,AZURE,1117500,26952443.03
677622146,MODWRK,1116756,696.53
677023094,MODWRK,1016459,2643.75
676956882,AZURE,1022269,69610.77
676956520,AZURE,4720708,1606815.48
677052182,MODWRK,1120194,732.73
676956998,AZURE,4508549,52159.54
677621415,MODWRK,1283512,1432.34
683730105,MODWRK,1023126,1438.13
683847100,MODWRK,1016754,2616.07
683841966,BIZAPP,3922732,519.35
676998485,AZURE,1119392,491976.25
677017948,AZURE,1104812,1303.39
683843992,MODWRK,3417985,8.15
676994834,AZURE,1129016,51468.18
683844377,MODWRK,1540400,414.51
677883462,AZURE,5206095,2160.84
683875326,AZURE,4309489,22783.25
676966607,AZURE,1420647,33847.33
676956283,BIZAPP,2000019,0
683872896,AZURE,1018549,89247.92
683873552,MODWRK,2766181,2529.13
677621214,MODWRK,1202533,26.44
677621956,MODWRK,1015394,1737.1
683841705,AZURE,6311296,28435.74
677032225,MODWRK,1174964,0
683844495,MODWRK,3785566,2861.01
677622065,AZURE,5375219,552403.89
676981207,MODWRK,1020951,2607.39
676953005,MODWRK,2823963,553571.88
683174075,BIZAPP,3531300,429.38
677621531,BIZAPP,1734741,55.08
676974672,AZURE,4699841,88416
676952687,AZURE,1018532,18314.53
676951824,MODWRK,1359050,37993.74
680482245,MODWRK,5329274,4874.96
677087889,MODWRK,1063403,624.67
676957728,AZURE,1057333,3905904.38
677067757,MODWRK,1161962,10781.74
676987997,AZURE,5247353,668995.81
683844133,AZURE,5063509,9743.79
676962875,AZURE,4655346,5093
677622196,MODWRK,1166415,2764.67
676963545,AZURE,2332068,3112.78
677039976,MODWRK,4005548,219.63
683888474,AZURE,4640959,4860
677620385,MODWRK,1020955,2759.13
676954806,AZURE,1018747,118234.09
676994733,MODWRK,1224510,2640.1
677620559,AZURE,1018856,300371.6
676952503,MODWRK,1164205,26911.31
677017904,MODWRK,1060562,4.89
677620807,AZURE,1098601,7813.36
677652014,AZURE,-6509,1611214.76
676980090,AZURE,1121211,191986.24
677574556,MODWRK,1020950,1016.6
677867780,BIZAPP,2249752,39.84
676959737,MODWRK,1144147,10301.91
677574983,AZURE,4901446,146761.43
683580071,AZURE,1494813,22547150.96
676979123,MODWRK,1019922,4471.42
677621514,MODWRK,1056988,2015.25
677023094,AZURE,1016459,194072.29
683858074,AZURE,-123468,922094.44
676952556,AZURE,-2959,580997.45
677100328,BIZAPP,4864219,0
677093376,AZURE,1021570,4874
677621436,MODWRK,5235149,1252.03
677005186,AZURE,1023126,50056.31
683174166,MODWRK,1023951,5733.69
676961980,MODWRK,4596113,1377.04
677042698,AZURE,1399212,14614.5
683871596,AZURE,1104812,45125.41
676991038,MODWRK,1367343,754.59
676960176,AZURE,1129016,15377.81
677620585,MODWRK,1120888,21612.08
676953046,MODWRK,4932230,411.31
676962789,AZURE,-3069,40178
676958699,MODWRK,3328153,2593.08
683842961,MODWRK,2000019,1382.86
683842147,AZURE,4442651,237902.04
677621468,AZURE,5420229,444545.74
676959555,MODWRK,3116410,7.89
676959495,MODWRK,1224693,174.03
677003828,AZURE,5395461,14955
683844581,AZURE,1275262,333.65
677015592,AZURE,1101651,490393.47
676980992,MODWRK,1119357,950.91
677621919,MODWRK,1023893,1271.3
676952218,AZURE,1170282,6298984.44
683174075,MODWRK,3531300,6735.9
676986921,AZURE,1164670,116271.85
677622018,AZURE,4465155,1322185.01
676959745,AZURE,1018532,896822.29
676960796,AZURE,1359050,22911.25
677017864,AZURE,5088644,15737.6
683173894,MODWRK,1155144,72374.04
677134968,MODWRK,4452374,1677.59
683867503,AZURE,4922182,18750.82
676955808,MODWRK,4138437,393.42
677575032,AZURE,1181355,14559
676976333,MODWRK,3931316,4498.74
676954070,BIZAPP,1166415,37.57
680470767,MODWRK,1416163,16190.27
683853055,AZURE,1169329,14554.5
683860662,AZURE,4640959,1084.5
677007542,AZURE,6102296,2643614.49
683862220,MODWRK,1018747,2399.08
676952556,MODWRK,2239909,12287.3
676994972,AZURE,5353041,603773.14
676953099,MODWRK,1164205,3678.35
683843439,AZURE,4210355,5080.5
683900683,MODWRK,1098601,1185.39
677034325,MODWRK,5103967,3386.67
677620976,MODWRK,1121211,2419.59
683847949,MODWRK,4606519,5755.1
677754076,MODWRK,3447433,19929.44
677620545,AZURE,3376917,17949.22
676955481,AZURE,3469323,35605.97
676957050,MODWRK,4339286,1.02
683844073,AZURE,4249983,679497.78
683180912,AZURE,1116756,1802132.27
683845011,BIZAPP,1016459,224.2
676962637,BIZAPP,6375084,16.22
683872841,AZURE,6454835,8331.63
676960686,AZURE,1458337,3449.92
677620802,MODWRK,1021570,10103.39
676979739,MODWRK,3265229,3182.79
677029540,AZURE,1023126,299593.06
676963628,AZURE,1741673,14691
676954543,BIZAPP,3456783,231.72
683914058,AZURE,3984842,1098729.53
683730022,AZURE,1104812,17057.94
677622209,BIZAPP,5195293,2.91
676972163,MODWRK,1246770,7546.39
683970961,MODWRK,1120888,1887.94
676964637,AZURE,3829831,14962.5
683845090,MODWRK,6418282,2567.92
676970338,AZURE,1020691,19968.09
676959884,MODWRK,2000019,50691.54
680670084,MODWRK,5313619,337.48
676972515,MODWRK,2766181,44193.74
677026232,MODWRK,1202533,10447.07
677085454,BIZAPP,5111789,84.92
676954176,MODWRK,1047934,74569.81
677063919,AZURE,4823218,752566.4
677022123,AZURE,4580665,71929.01
677069552,AZURE,4835215,663429.41
677622036,MODWRK,2008817,1186.42
676952929,MODWRK,4813611,6530.09
676962637,AZURE,4286830,467194.54
676991400,AZURE,-2600,416086.86
677012552,AZURE,2290474,11462883.53
676953297,BIZAPP,1018532,3.27
676979401,MODWRK,1021985,599.71
677936732,AZURE,2099275,295800
677620528,AZURE,1191711,14823
676990067,MODWRK,1148342,8380.65
676953379,AZURE,1388755,4394869.08
676989843,AZURE,1021608,171341.34
683912545,AZURE,1177025,26777.58
676965290,AZURE,5177991,69673.5
683876267,MODWRK,1166415,2361.93
677046912,AZURE,4797548,10029.67
676963982,AZURE,1306630,575386.68
683862099,AZURE,4640959,2359.34
677005658,AZURE,5453645,1555.64
683861967,AZURE,1018747,21796.06
683843077,AZURE,3797934,11201.68
683863182,AZURE,1018856,1171.2
676965030,MODWRK,1829258,1616.52
676972151,AZURE,6004503,29337
677620807,MODWRK,1098601,844.61
676971657,AZURE,1023283,3822877.74
677048010,MODWRK,1121211,9016.2
676957225,MODWRK,5129927,223475.63
683860322,AZURE,6050459,102359.79
676963285,AZURE,1023309,5109
683872841,MODWRK,1021885,1639.21
676965821,BIZAPP,4338927,147.91
676965687,BIZAPP,1020340,1
676960093,AZURE,1116756,227081.09
677621785,BIZAPP,1016459,1.02
676954716,MODWRK,1018427,103.33
683889581,BIZAPP,3285645,8.09
677052182,AZURE,1120194,5090.58
683842582,AZURE,4508549,0
677010661,AZURE,2039404,14928
676954333,MODWRK,1023126,60895.75
677090703,AZURE,2184493,14665.5
676956608,MODWRK,1145624,497.8
683844196,AZURE,1331352,19212.54
677002128,AZURE,1104812,14652
676953253,AZURE,4071325,0.02
677051627,MODWRK,1129016,299.91
677018522,AZURE,1192639,6107974.3
676958858,AZURE,5206095,1170.61
677097154,AZURE,4117606,1998394.99
676960000,AZURE,1020691,17365.46
677093140,MODWRK,4143855,3150.05
677041322,AZURE,4442651,82911.26
677621531,MODWRK,4463663,2897.83
676973734,MODWRK,1202533,12.78
677621956,AZURE,1015394,39165.25
677620676,AZURE,5395461,15310.5
677620309,MODWRK,4480074,2451.96
677058713,AZURE,1022961,558417.25
683842152,MODWRK,1119357,1201.07
677620372,MODWRK,4360674,2094.81
677621944,MODWRK,2823963,765.3
677574670,AZURE,3531300,13609.66
677001508,AZURE,1116873,65393.42
677037451,MODWRK,1213934,3.96
677620362,AZURE,1018532,95777.82
676952687,MODWRK,1359050,72.86
683875124,MODWRK,2109968,306.69
677029807,BIZAPP,1967303,1393.35
677017074,MODWRK,4263000,258.51
676964966,MODWRK,1161962,7220.49
676964424,MODWRK,1346011,1943.02
677053121,MODWRK,4347496,16877.37
677621940,AZURE,1407360,15088.5
676953596,MODWRK,1166415,9573.38
677574625,AZURE,1416163,761
676962324,BIZAPP,1840897,34.59
683843078,MODWRK,1015937,1647.92
677042146,AZURE,4504602,96027.19
683898224,AZURE,1388828,34445.66
676954211,MODWRK,1111214,116000.6
676969170,AZURE,1018856,42395.7
677754246,MODWRK,1434567,219.52
683844209,MODWRK,3676311,1401.69
676953596,AZURE,4458787,211117.97
677115019,MODWRK,1131509,27604.78
677621373,MODWRK,1121211,5771.27
677574416,MODWRK,1022622,316.61
683884048,AZURE,3217897,920105.89
676959528,AZURE,6016266,131841.62
676958485,MODWRK,1121871,214.63
676956449,AZURE,1982107,33731.82
676964686,MODWRK,1020340,53911.38
677051923,MODWRK,1116756,1137.68
677022354,BIZAPP,1016459,98.55
683174101,BIZAPP,1018544,10.95
676952471,MODWRK,4901611,1490.71
677100328,AZURE,4864219,14466513.17
676991170,AZURE,1105956,2246451.58
683851855,AZURE,2039404,436129.5
683889507,MODWRK,1023126,785.35
677574500,MODWRK,1016754,2531.92
683845409,MODWRK,1145624,3177.89
683853958,AZURE,1399212,14850
676987826,AZURE,1104812,3937.05
676962194,MODWRK,6307154,5662.79
676994932,AZURE,4906138,21692.82
676956793,MODWRK,1540400,7.1
676959375,MODWRK,4449713,24728.48
676957433,AZURE,1102126,2976586.78
676955798,AZURE,1020691,16510.6
683911294,MODWRK,3920270,2.06
683173844,MODWRK,3514748,25705.92
677574578,MODWRK,4463663,1218.07
677036316,AZURE,4821039,225279.77
677052851,MODWRK,1015394,2333.67
683845035,AZURE,6127125,890194.19
677074823,AZURE,1938552,483517.24
677123661,MODWRK,1924135,4701.73
676967737,AZURE,1119357,1470623.03
677620462,AZURE,6014026,15141
677107652,MODWRK,2823963,30146.12
677574670,MODWRK,3531300,949.13
677063117,MODWRK,2138704,217.99
676972315,MODWRK,1213934,52611.58
683841724,MODWRK,1018532,1621.13
676962614,AZURE,2107902,14719.5
676955860,AZURE,5396019,16343160.57
683841759,MODWRK,1070715,836.25
677030087,AZURE,1129104,1924485.03
677621668,AZURE,4922182,21196.44
683173990,MODWRK,1015618,3200.34
677013214,AZURE,1181355,2783020.84
676982222,AZURE,1103875,294695.69
676953596,BIZAPP,1166415,241.3
677089297,BIZAPP,1416163,91.24
677022028,AZURE,1169329,14808
677014155,AZURE,2079893,258241.67
677621773,BIZAPP,5366924,2.96
676966221,AZURE,1018747,77654.56
676959774,AZURE,3543760,41853.76
683844576,MODWRK,4579263,1196.66
677071847,AZURE,2906302,3874.57
677574360,MODWRK,2515409,184.05
676953017,MODWRK,1098601,31486.84
676958259,MODWRK,5103967,14.55
677008267,AZURE,1121211,475344.15
676953509,AZURE,1999519,3307969.32
676964962,AZURE,4267581,125607.09
676964860,AZURE,1120863,3086.73
683846143,MODWRK,1021661,16197.52
676952962,AZURE,3313346,78690.04
677620518,BIZAPP,1020340,101.39
677002728,MODWRK,1116756,3405.15
677574965,AZURE,-102337,216389.33
677620330,AZURE,4444124,15222
683848609,MODWRK,1273484,629.55
683866350,AZURE,4838299,338212.18
677621346,AZURE,1429857,7895.75
683869022,AZURE,4661794,104387.19
676953193,AZURE,1023126,8851
677029187,AZURE,1089064,300960
677754076,BIZAPP,1145624,431.44
677091243,MODWRK,2232376,1530.43
677010649,AZURE,1104812,5001.5
677007245,BIZAPP,2346477,354.3
677574388,AZURE,1129016,89977.27
676961571,MODWRK,1540400,532.93
683173838,AZURE,5423144,8701407.85
683122128,AZURE,2531757,1800202.53
677028603,MODWRK,1120379,470.27
683842203,AZURE,1105181,248945.26
683870878,AZURE,5461286,118600.12
676953759,AZURE,4723745,7623291.84
683843743,MODWRK,4698080,4452.69
676952985,AZURE,1015394,15156979.47
676986974,MODWRK,1560886,8816.42
677074823,MODWRK,1938552,168.04
683869180,MODWRK,1023128,4295.39
677021986,AZURE,4637655,187132.82
677045242,BIZAPP,1047415,1576.07
676954392,AZURE,4032321,147198.54
677020551,AZURE,1081344,208239.7
683841847,AZURE,1164670,48495.31
683875326,MODWRK,2153734,5747.75
676952893,AZURE,1018532,1326238.5
676985927,MODWRK,1359050,289.61
683844001,MODWRK,5401326,14030.99
677574595,AZURE,1269512,34611.71
677030087,MODWRK,1129104,0
676984969,MODWRK,4116680,11
676973432,MODWRK,1015618,579.18
677620373,AZURE,1181355,15321
677068564,AZURE,1275075,107533.76
676979296,AZURE,1035366,279371.15
677574625,MODWRK,1416163,3607.9
676986443,MODWRK,4005548,7938.91
677035678,AZURE,4640959,3444.04
677574739,MODWRK,1387634,34.71
676985914,AZURE,1018747,221371.29
683861252,MODWRK,1224510,1299.61
676963748,AZURE,1807608,2391.67
683844852,AZURE,1121015,23770.08
676987482,AZURE,1032424,333842.17
677006070,AZURE,-116165,3068676.89
677621798,BIZAPP,1136750,937.62
683844313,AZURE,1121211,116874.26
677621592,BIZAPP,1020950,161.56
676952625,AZURE,4267581,317864.94
677046194,AZURE,6016266,70457842.96
676961714,AZURE,1772389,14803.67
677574555,AZURE,1117272,139496.78
677620518,MODWRK,1020340,1757.37
683842610,AZURE,1116756,28146.93
677022652,MODWRK,4414587,6114.99
677621728,MODWRK,1018544,860.18
683842652,AZURE,3338154,727136.48
677029363,AZURE,4864219,35935.19
676955582,MODWRK,1021570,2335.26
677024153,MODWRK,1258724,0
676977902,AZURE,1023126,133327.37
677073327,MODWRK,3529649,1146.2
677072619,AZURE,3225522,1555274.3
683841718,MODWRK,4899525,3465.59
683885091,AZURE,1104812,5110.5
683173886,MODWRK,1050986,170838.67
677085972,AZURE,1246770,38870.25
677620768,BIZAPP,1540400,1.02
677028010,MODWRK,1148228,197791.98
683925388,AZURE,-3596,286635.73
677574972,AZURE,1020691,15489.39
683859525,AZURE,1225769,410209.01
677621023,AZURE,5378329,14847
677062628,MODWRK,1022625,518.84
676954033,MODWRK,1023957,680.44
676953087,MODWRK,1015394,44.86
676976341,AZURE,5395461,15061.5
676971081,MODWRK,4480074,91048.98
677066780,AZURE,6020228,16254658.88
676953216,MODWRK,1691457,33.66
677574388,BIZAPP,1047415,97.38
677622081,MODWRK,2823963,1268.05
676956541,AZURE,1081344,112296.22
683841731,AZURE,1164670,29219.42
683125360,AZURE,1028682,2729.61
676960316,AZURE,1018532,535772.2
676952649,MODWRK,1359050,1050.42
676957490,MODWRK,4440419,23872.27
683729970,MODWRK,1070715,2346.72
677005758,BIZAPP,4452374,361.85
677108713,MODWRK,4845146,18282.09
676953234,BIZAPP,3664166,408.4
677078456,AZURE,4881891,3824.94
683849715,AZURE,4655346,9808
676964550,AZURE,1166415,33556.44
677072369,MODWRK,2423529,238
677574972,MODWRK,4005548,318.11
677006590,AZURE,4640959,0.69
677028615,AZURE,1020955,203869.16
683860643,AZURE,1018747,47526.07
677030544,AZURE,1018513,308743.91
676960231,MODWRK,1018856,4692.48
676997001,AZURE,3071686,41456.8
677001322,AZURE,4210355,15150
676955623,MODWRK,1098601,34412.61
676971961,AZURE,1118683,778434.61
677058293,AZURE,1121211,1782162.69
683841710,MODWRK,1022622,756.6
676981150,AZURE,3447433,842352.88
677029882,AZURE,6016266,14676
676961714,MODWRK,1772389,0
676998846,MODWRK,1117272,1622.34
676953318,AZURE,1117500,102080
677621503,MODWRK,2208455,255.01
677067974,MODWRK,6241436,1113.16
676957592,MODWRK,1135501,15.4
677621700,BIZAPP,3285645,9.88
677951771,AZURE,4814260,1618013.34
677004698,BIZAPP,1021570,272.83
683862707,MODWRK,6106393,180.34
677020807,AZURE,1023126,40789.92
680239275,AZURE,2184493,15409.5
677072619,MODWRK,3225522,0
683841718,BIZAPP,4899525,174.24
676986387,AZURE,1104812,30873
683173886,BIZAPP,1050986,2706.09
677574388,MODWRK,1129016,1690.95
676964161,BIZAPP,1540400,54.54
683841917,AZURE,6171074,251392.74
676996546,MODWRK,6418282,29.87
683843897,AZURE,1020691,25866.55
677005386,AZURE,1118542,73223.68
683844432,MODWRK,1120549,861.46
676972315,AZURE,4691048,586763.36
676997752,MODWRK,1202533,183.26
677621985,AZURE,1015394,13217.05
676958276,AZURE,3297159,116622.24
683174042,MODWRK,4480074,7159.91
676964551,MODWRK,4003619,296.36
677024743,AZURE,1119357,2202176.92
677025294,MODWRK,4360674,6672.73
676959347,MODWRK,1709371,0
676994303,MODWRK,1117529,4855.34
676994851,AZURE,1164670,83307.1
677045497,MODWRK,1028682,2098.13
676952858,MODWRK,1018532,739209.05
676953297,MODWRK,1021985,105582.19
676987007,MODWRK,3632937,1366.82
677074003,MODWRK,1155144,30323.54
676980323,MODWRK,1057333,5868.48
677009988,MODWRK,1161962,34164.59
683875871,MODWRK,2979738,893.24
677010204,AZURE,1019015,1002052.58
683841901,AZURE,3213967,25115.73
676977897,MODWRK,1166415,3226.63
677069685,AZURE,4797548,2746.64
676991678,AZURE,5230591,1531000.55
676969486,MODWRK,2084461,3706.5
683869024,MODWRK,1542558,3041
677041286,AZURE,1018747,799399.33
683861252,BIZAPP,1224510,52.14
677574517,BIZAPP,1022075,17.67
683871596,MODWRK,1164205,3537.33
677620948,AZURE,6004503,15318
683874482,BIZAPP,4864346,10.27
676957323,AZURE,1018636,544246.59
677011477,MODWRK,2230325,110.13
677029134,MODWRK,1022622,240.21
676988192,MODWRK,3447433,14553.02
676957932,AZURE,1023309,2156.29
677574900,MODWRK,1021885,614.47
676978539,MODWRK,3395442,1482.48
683174059,MODWRK,1020340,8856.43
683843927,MODWRK,1116756,8493.78
683841825,MODWRK,1016459,220.55
677621820,MODWRK,1027159,1870.06
677652250,AZURE,2055594,107188.86
677112237,AZURE,1120194,627702.55
677620757,MODWRK,1021570,10812.58
683903716,AZURE,-6459,230091.67
676980414,MODWRK,6446231,10771.3
676952712,MODWRK,1377041,104.77
676956364,MODWRK,1145624,17737.15
676967984,BIZAPP,4899525,1.01
676954070,AZURE,1104812,14895
676988125,AZURE,1024587,119606.56
677085972,MODWRK,1246770,541.99
677071457,AZURE,1540400,86464.89
685649827,MODWRK,1022177,3132.92
677621760,AZURE,1473062,52432.69
676975747,AZURE,1020691,37109.13
677005386,MODWRK,1118542,175.26
676953464,AZURE,5453390,3111775.93
676953843,BIZAPP,2766181,46.76
683991487,MODWRK,1202533,13587.52
683844022,AZURE,1015394,15900.79
676980891,AZURE,1560886,211566.2
677015718,AZURE,1938552,56028.51
677049324,MODWRK,3179724,2582.61
676959406,AZURE,4714101,358504.42
683842977,AZURE,4318663,117030.47
683173923,BIZAPP,4813611,286.22
677575198,MODWRK,1117529,10883.4
676953095,MODWRK,1116873,8301.76
683386861,AZURE,1028682,8508.63
676952349,MODWRK,1018532,335.48
676971299,MODWRK,1359050,10793.36
676959331,AZURE,4440419,3561193.15
677065519,AZURE,6022301,9293075.02
677025189,MODWRK,4394736,4723.25
677759826,MODWRK,1161962,2993.72
677027020,AZURE,2384603,619873.43
677621180,MODWRK,5081177,5550.69
677044724,AZURE,4250042,73049.65
676986443,AZURE,1166415,100555.51
677621288,MODWRK,1253796,1588.07
676953635,MODWRK,4005548,4.01
677037451,AZURE,1233728,3141006.68
676957738,BIZAPP,1542558,12.82
683862658,AZURE,1018747,403235.88
676957050,AZURE,1091375,42800.38
677621630,MODWRK,1018856,622.49
677014233,MODWRK,2697924,0
676973767,BIZAPP,1032424,5.83
677621571,AZURE,4665790,74276.69
676955255,MODWRK,1018632,33088.44
676956659,AZURE,1121211,2478456.58
676962732,MODWRK,1504658,93.59
677023858,MODWRK,1069565,24667.95
683845956,MODWRK,1705439,1.96
677007737,MODWRK,3469323,7458.65
683889136,MODWRK,1117272,757.05
677057782,AZURE,1117500,25678.64
683879492,AZURE,1403706,571443.78
683841825,BIZAPP,1016459,518.98
676954936,MODWRK,4393104,478.06
676969264,AZURE,1026564,570527.87
677112237,MODWRK,1120194,2452.96
677116279,MODWRK,1149847,4671.96
677574723,MODWRK,1230061,17.04
683730105,AZURE,1023126,8154.04
683174249,MODWRK,1023351,21688.67
683869762,MODWRK,1022550,808.25
676967984,MODWRK,4899525,9481.06
677046483,AZURE,1104812,14710.5
677009763,BIZAPP,2346477,64.11
677622196,AZURE,1020868,13551.86
677055535,MODWRK,1540400,1196.54
677005900,MODWRK,1620619,297.77
676964424,AZURE,1137058,122009.47
684407986,AZURE,1085232,1243407.83
683854000,MODWRK,2000019,3830.67
676957548,AZURE,2932684,9333.39
683729983,AZURE,1354488,108.73
683842621,MODWRK,1202533,157.91
677036469,BIZAPP,1022918,3.99
683842976,AZURE,5395461,15330
677015718,MODWRK,1938552,554.81
677023437,MODWRK,4342445,5221.06
677024743,MODWRK,1119357,5632.57
677620404,MODWRK,1095981,1855.77
683843441,MODWRK,2823963,5005.54
677085169,AZURE,6146053,50426.79
683842158,AZURE,4794279,149188.15
676999023,MODWRK,1028682,838.47
677620761,AZURE,1018532,196739.77
676951824,AZURE,1359050,10387135.69
676963976,AZURE,6034186,4743878.64
676971670,BIZAPP,4101389,3.98
680036650,MODWRK,4394736,2506.05
677028573,MODWRK,1119260,781.56
677023914,BIZAPP,1015618,167.47
677620467,MODWRK,5081177,1337.71
677574454,AZURE,4655346,3727.34
677620555,MODWRK,1100749,2830.68
683861697,AZURE,2773295,34595.97
677042531,MODWRK,3323934,939.18
683883845,AZURE,4640959,1023.79
677028615,MODWRK,1020955,4889.85
676959252,MODWRK,2251467,94.55
683173875,BIZAPP,4743634,72.51
677622175,MODWRK,1018856,4222.88
677100328,MODWRK,1164205,14123.55
677951915,MODWRK,5312476,20780.48
683859375,MODWRK,1098601,2264.1
676954525,AZURE,1136750,104875.86
683843800,MODWRK,1121211,2414.2
677620539,MODWRK,1862221,12.73
683173839,MODWRK,3447433,5926.78
677620590,MODWRK,3376917,1528.74
676956437,AZURE,1172462,794533.56
677019193,MODWRK,1117272,1251.49
677621105,MODWRK,1484595,0
683843406,AZURE,-101294,109547.21
676955802,AZURE,1029301,19060.66
676994851,MODWRK,2018219,427.27
677620319,BIZAPP,3845103,2.92
677620451,MODWRK,4864219,2251.75
676975747,MODWRK,1021570,37.62
676982347,BIZAPP,5451148,34.19
683874152,AZURE,1023126,202631.78
683844602,AZURE,-3337,192209.48
683173926,MODWRK,1145624,45008.54
676986098,BIZAPP,1225266,0
677620583,AZURE,1104812,597.3
677026379,MODWRK,2346477,59030.01
683866350,MODWRK,3259875,9606.91
683843793,BIZAPP,1540400,33.54
677025421,AZURE,5206095,1280.89
676959902,MODWRK,1164592,8868.56
676975353,AZURE,1120379,44812.85
683842153,MODWRK,5409301,4356.65
676957548,BIZAPP,2932684,164.08
677020551,MODWRK,2766181,6772.77
676992431,MODWRK,1202533,5975.73
677041286,BIZAPP,5061800,1469.26
676967721,AZURE,1396607,2444879.07
677052455,MODWRK,4480074,3030.36
676982867,MODWRK,1023128,6348.18
683174084,MODWRK,2251560,2.97
676984461,MODWRK,1023893,1838.59
677036602,MODWRK,4532050,11882.34
676971657,MODWRK,3531300,7128.11
676958859,AZURE,1164670,177819.55
683173969,AZURE,3779302,8389.63
683841921,MODWRK,1018532,2696.29
676952729,AZURE,1359050,441226.55
676953198,AZURE,1590174,390268.48
677621929,BIZAPP,4101389,0.99
677010204,MODWRK,6168084,6504.94
683843260,AZURE,4922182,22625.96
683174134,MODWRK,1015618,9032.22
677017484,AZURE,6025621,6081891.23
677087848,AZURE,4655346,246150.39
