CustomerKey,Workload,PartnerOneKey,Consumption
676964643,AZURE,1829258,16873
677049484,MODWRK,5312476,867.15
683888111,AZURE,5200510,200461.85
683842468,AZURE,1023309,14706
677047964,MODWRK,1063442,2416.69
677754085,MODWRK,1021570,1747.27
677080505,AZURE,1023126,408173.79
676973509,AZURE,1854867,20102
677621569,AZURE,1129016,4053.17
677039006,AZURE,1540400,415959.45
683849195,AZURE,4830259,525123.13
676959818,AZURE,1015394,84924.59
677620936,MODWRK,1728476,14065.67
677621313,MODWRK,2823963,4068.03
677622063,MODWRK,1018532,34.81
676962329,MODWRK,1359050,23021.22
676951447,MODWRK,1166415,61181.31
683855560,BIZAPP,1416163,14.59
677024527,AZURE,1169329,14835
676978069,MODWRK,1249551,2704.27
677024067,MODWRK,1018747,1896.17
677114798,BIZAPP,1022075,22.33
676956656,AZURE,3071686,336336.35
677025192,AZURE,1062959,1035240.24
683729978,MODWRK,1121211,3009.19
676993653,AZURE,4273412,0
677059301,MODWRK,2138380,94.14
677621426,MODWRK,1021570,2024.11
676962535,MODWRK,6446231,80627.12
677620916,AZURE,2510295,207823.44
683842212,MODWRK,1256886,794.37
676975371,AZURE,6119655,345144.6
677005762,AZURE,1202533,14632.62
683858458,AZURE,1015394,30497.32
677621801,MODWRK,1095981,4309.19
683843507,AZURE,1156094,101160.93
676957311,MODWRK,1018532,10007.02
676998527,AZURE,1359050,168415.54
676951447,BIZAPP,1166415,24.62
683854899,AZURE,2332068,285.94
683841959,AZURE,1169329,70428.49
683904361,AZURE,1020353,14976
677033098,MODWRK,1018747,2438.71
676954520,AZURE,1018856,201048.55
676956656,MODWRK,1167284,0
677621387,AZURE,6004503,139416.98
677620627,MODWRK,3931983,136.07
676977808,MODWRK,1124079,62473.21
683852645,MODWRK,4864219,746.46
676952438,AZURE,4508549,24841.4
677012736,MODWRK,1023126,571.24
683862536,AZURE,1104812,15429
683887642,MODWRK,1129016,743.26
677622149,MODWRK,1540400,4913.45
677620828,BIZAPP,1023143,7.06
676952952,AZURE,1164124,39934.14
683896145,MODWRK,1020951,2297.05
676954940,AZURE,1115965,27071.44
676965293,MODWRK,1018532,1239.09
676998527,MODWRK,1359050,2709.94
676958787,MODWRK,1166415,12878.35
676988975,MODWRK,1416163,1007.19
677027133,MODWRK,4005548,350.28
683841709,MODWRK,1249551,3251.24
676953369,MODWRK,1018747,25991.62
683173900,AZURE,2875779,462619.04
677048997,MODWRK,1164205,2473.1
677029695,AZURE,5407851,462636.06
676959355,MODWRK,1121211,39908.65
676955854,AZURE,1023309,14671.5
677574546,MODWRK,4864219,5970.61
677002177,MODWRK,1021570,750.43
677574735,MODWRK,1023126,11308.93
677032360,AZURE,1854867,36802.17
677085281,BIZAPP,1129016,609.87
683842684,MODWRK,1540400,2331.12
677053008,MODWRK,4698080,28890.54
676962820,MODWRK,1015394,75099.01
677620691,MODWRK,1095981,5452.83
677007371,AZURE,1156094,65025.68
676951709,BIZAPP,1018532,12.93
683895993,MODWRK,1359050,1084.72
683868579,MODWRK,1166415,5237.54
676988975,BIZAPP,1416163,173.33
677621052,MODWRK,4005548,2154.3
676978069,BIZAPP,1387634,134.64
683883506,AZURE,1018747,356945.86
677030544,MODWRK,1018856,851.59
677753921,MODWRK,5328849,393.52
677078271,AZURE,4749551,228934.48
676958076,AZURE,1121211,152433.2
676967743,AZURE,1023309,5026
683849703,MODWRK,4864219,2173.22
677010123,MODWRK,2643815,11467.88
677574735,BIZAPP,2604398,1.01
676997446,AZURE,1104812,44507.4
683841725,AZURE,1129016,709717.39
677251832,AZURE,5307899,7977597.49
676984835,MODWRK,1202533,229.51
677622107,MODWRK,6117598,1564.14
683842684,AZURE,1023893,101192.37
677620551,AZURE,1016617,1766.55
677621230,MODWRK,1018532,998.12
677072639,MODWRK,1359050,244.17
676954517,AZURE,4738927,416253.84
676967980,BIZAPP,1416163,139.51
676976252,MODWRK,4005548,2565.52
676953121,AZURE,4504602,11353.33
676956636,AZURE,1018747,130111.54
676962228,AZURE,1018856,20986.94
677048997,BIZAPP,1164205,5.08
676953725,AZURE,6004503,30768012.42
676957821,MODWRK,1121211,24421.3
676990095,AZURE,6016266,48506.91
683855836,AZURE,4838299,31006.65
683878209,MODWRK,1584052,4297.36
677038895,AZURE,1023126,731793.43
683848821,AZURE,1022523,30165.34
676991609,BIZAPP,1540400,54.54
676973501,MODWRK,1202533,1660.17
677085353,AZURE,1015394,357489.51
677022588,MODWRK,1020951,1902.78
683846877,MODWRK,4813611,3860.15
676967482,MODWRK,1018532,2615.86
676963408,MODWRK,1359050,2295.65
683173872,AZURE,1166415,1009514.98
677620444,AZURE,4797548,2324.49
677072593,MODWRK,4005548,916.26
676953155,BIZAPP,1020955,1.02
683844537,MODWRK,1018747,1230.5
677063400,MODWRK,1018856,2188.73
683857509,AZURE,3071686,35453.97
676952765,AZURE,6004503,212291.1
676954992,AZURE,1121211,10758.25
683843320,BIZAPP,3376917,45.57
677574816,AZURE,4864219,4951
677621845,MODWRK,1021570,44.79
677621227,MODWRK,6446231,8850.41
677002362,AZURE,1121059,14199.91
683862537,AZURE,-100092,1921541.11
683843026,MODWRK,1202533,5494.19
676966689,MODWRK,1015394,26427.31
683875999,MODWRK,6101651,8079.42
677883455,MODWRK,4813611,1200.56
677068698,MODWRK,1018532,3536.98
683174080,AZURE,1359050,5982436.42
683173872,BIZAPP,1166415,86.39
677652111,AZURE,1416163,363566.27
676959562,MODWRK,4005548,139.47
676953155,AZURE,1020955,924261.85
683885171,MODWRK,1018747,1949.92
676962228,MODWRK,1018856,539.34
677023287,AZURE,3613,571545.95
677620840,MODWRK,1235831,11996.6
676960605,AZURE,1121211,513356.87
677032010,MODWRK,3376917,1478.08
683871639,MODWRK,4864219,2406.01
676951436,AZURE,1121179,201236.52
676995469,AZURE,1023126,193710.37
677621315,AZURE,2510295,113842.75
683173936,AZURE,6119655,128962.66
676951622,MODWRK,1202533,35138.66
683842473,AZURE,1015394,67099.2
676953170,MODWRK,1020951,4989.28
676956471,MODWRK,2823963,66926.5
680487498,MODWRK,1018532,909.73
677080339,AZURE,2107902,15295.5
676965215,BIZAPP,1166415,1.99
677025481,BIZAPP,1416163,514.23
683845946,BIZAPP,3323934,44.27
677621425,MODWRK,1387634,0
683863065,AZURE,1018747,529340.8
676956040,AZURE,1142665,527454.16
677620952,AZURE,1024401,236451.88
683894130,MODWRK,1235831,76.06
683729922,MODWRK,1121211,1085.7
676989436,AZURE,6016266,19796.08
676957261,AZURE,4838299,14731.5
676953417,AZURE,4119644,93528.95
677064895,AZURE,1023126,1895.95
676959925,AZURE,1104812,14908.5
676975253,MODWRK,1540400,202.75
677087053,MODWRK,1202533,9275.3
677018003,AZURE,1015394,473327.52
676953209,BIZAPP,4360674,454.15
676952935,MODWRK,4633916,2381.27
683842676,AZURE,1018532,42558.77
677867780,MODWRK,3734025,383.56
683841738,MODWRK,1887894,6171.9
676952587,AZURE,2332068,14930701.37
677621569,MODWRK,3323934,812.95
677007418,MODWRK,1022559,66.37
677574497,MODWRK,1018747,150.81
677620574,MODWRK,1018856,3079.25
676952461,MODWRK,1121812,8626.51
676953463,MODWRK,4002610,93276.26
676966790,MODWRK,1121211,4603.56
683947117,AZURE,4273412,198136.1
677621688,AZURE,4838299,243542.57
683173968,AZURE,1701448,14770742.67
676978824,AZURE,1023126,305154.09
676955243,AZURE,1104812,624.98
676956803,MODWRK,4822476,367.38
683841822,MODWRK,4698080,6199.22
676972428,MODWRK,1015394,1
676953378,MODWRK,4360674,429.83
677020523,MODWRK,2823963,160638.58
683842186,AZURE,1018532,25301.99
677652069,MODWRK,1359050,621.42
683861244,MODWRK,1166415,1555.65
676952312,MODWRK,1416163,13937.8
676960320,BIZAPP,3323934,15.67
676961976,BIZAPP,5366924,1
676953369,AZURE,1018747,7679730.29
677575129,MODWRK,1018856,472.34
683854001,AZURE,4904344,752025.02
676971734,AZURE,6004503,14941.5
676999424,AZURE,1121211,57554.63
677620647,AZURE,6016266,21168.48
676959470,MODWRK,4864219,3563.22
683841842,MODWRK,1021570,3018.65
677031031,MODWRK,1023126,21162.02
676955797,AZURE,1104812,5075.5
676991609,MODWRK,1540400,3456.48
676955746,MODWRK,4698080,1310.35
677018003,MODWRK,1161804,116.52
676952391,MODWRK,1095981,3992.97
677028614,MODWRK,2823963,21894.53
680487498,AZURE,1018532,22365.84
677867564,MODWRK,1021985,0
683174171,MODWRK,1166415,12022.78
676960748,MODWRK,1253796,62554.5
676953077,MODWRK,2799203,10496.51
676961976,MODWRK,5366924,31.99
677022851,MODWRK,1088822,366.63
677049297,AZURE,1018856,541064.64
676956081,AZURE,1761617,172703.98
677067481,AZURE,1592777,517.73
683841889,AZURE,1121211,121119.84
676974373,AZURE,-116,1269349.98
677621888,AZURE,4838299,129951.8
677031031,AZURE,1023126,2257722.15
683848369,MODWRK,2506729,1093.8
676955382,AZURE,4836695,286048.45
683173915,BIZAPP,1202533,23.82
677620993,MODWRK,1015394,1345.36
683842910,MODWRK,1047415,914.44
676979921,MODWRK,1019968,80924.02
683842676,MODWRK,1018532,1755.41
676973013,MODWRK,1021985,6794.1
676960987,MODWRK,1166415,9.98
676955939,BIZAPP,1416163,294.42
676969042,BIZAPP,3323934,149.53
676973242,BIZAPP,1020353,533.68
677574497,AZURE,1018747,0
677622128,AZURE,-4025,614532.45
677062546,AZURE,5383701,595584.5
677620642,MODWRK,5312476,6229.5
677005503,MODWRK,1121211,19822.84
676957210,MODWRK,1023938,7.94
677621888,MODWRK,4838299,1726.76
676963428,AZURE,1023126,4797.82
684632388,MODWRK,1122167,2307.5
676955382,MODWRK,4836695,1428.05
677621286,MODWRK,1023143,758.62
683895685,BIZAPP,2479780,110.16
683842910,BIZAPP,1047415,354.22
676971730,MODWRK,1096368,0.98
683842186,MODWRK,1018532,2282.05
676967114,MODWRK,1359050,19703.7
677044075,MODWRK,1166415,3144.63
676959419,BIZAPP,1416163,266.77
677007003,MODWRK,4005548,5391.2
680964174,BIZAPP,1020955,60.5
676953590,AZURE,1018747,1102059.29
677066032,MODWRK,1018856,42.02
676955484,MODWRK,4720842,7486.98
677021862,AZURE,1592777,1798.43
677620627,AZURE,1121211,150952.26
676953024,AZURE,6016266,567154.48
676959540,MODWRK,4864219,45805.76
676969669,AZURE,1023126,106058.36
683842884,AZURE,1104812,5115.5
677083136,MODWRK,4836695,6954.63
677019822,AZURE,1020661,154474.99
683842981,MODWRK,1161804,16361.63
683849794,AZURE,1047415,197241.1
683849715,MODWRK,1709371,3943.05
677621317,MODWRK,1018532,1241.09
676990032,MODWRK,1359050,4177.51
683856459,MODWRK,3141275,663.74
676955956,AZURE,-3425,5196634.52
676953058,MODWRK,4005548,2061.28
683173939,BIZAPP,1020955,547.29
683174092,AZURE,5368393,22848207.08
683873907,MODWRK,1018856,16496.61
676952939,AZURE,3071686,44194.03
677620589,AZURE,4210355,20113.82
677620712,MODWRK,1121211,4821.58
683859200,MODWRK,2582478,1460.05
676984835,AZURE,4864219,5082.5
676961571,AZURE,1023126,160324.19
676953176,AZURE,1854867,602295.22
676962830,MODWRK,1540400,321.89
677112402,MODWRK,1202533,10394.45
677074003,AZURE,1015394,4839673.64
676980513,MODWRK,1020951,625.69
683841901,MODWRK,4813611,1005.27
683844582,MODWRK,1018532,420.81
677030553,AZURE,1359050,162489.57
683854449,AZURE,5171650,27660.83
676963984,MODWRK,4426590,22117.14
683862258,AZURE,1020353,916514.35
683843516,MODWRK,1018747,2793.33
683873907,AZURE,1018856,2360588.25
677620548,AZURE,3071686,93717.05
683843386,AZURE,1060562,109301.01
676960285,MODWRK,1121211,2779.58
683875901,MODWRK,3376917,2162.18
676993489,AZURE,4864219,37960.9
677622248,AZURE,1023126,5907413.9
676957466,AZURE,1104812,48264.23
677061132,AZURE,1540400,57147.46
676954778,MODWRK,1202533,13.03
677621745,MODWRK,1015394,2273.89
676959350,MODWRK,1095981,19634.55
677009221,AZURE,1016617,1377.67
683971593,MODWRK,1018532,2987.48
683841723,MODWRK,1359050,10075.94
676963759,AZURE,1166415,2328.95
676956891,BIZAPP,1416163,1.02
676959708,MODWRK,1022559,2841.58
676953590,BIZAPP,1018747,83.61
683886436,MODWRK,1018856,2714.25
677620277,AZURE,3071686,26946.07
676959773,AZURE,6004503,705110
683874460,MODWRK,3931983,3967.35
676959629,AZURE,4273412,14911.5
683987401,MODWRK,4196842,720.8
677058197,MODWRK,6446231,4194.53
677620464,AZURE,1104812,5120
677061132,MODWRK,1540400,480.42
677622005,AZURE,1110131,17361.61
677620993,AZURE,1015394,17905.86
683173964,MODWRK,1047415,2289.26
677574787,AZURE,1636103,633.74
683844040,AZURE,1018532,137087.53
676962950,MODWRK,3381839,11206.05
676963759,MODWRK,1166415,68963.98
683174106,MODWRK,1416163,0
676953292,AZURE,4504602,94863.69
676966413,AZURE,-532,2227708.73
683843904,MODWRK,1117041,2278.54
677026480,AZURE,1030808,3436717.18
677119733,MODWRK,5312476,14639.92
677029497,MODWRK,1121211,1851.88
676964379,AZURE,4273412,15303
677015395,MODWRK,4864219,29800.43
683842510,MODWRK,1100779,1143.71
677023311,AZURE,1104812,24450.84
677620260,MODWRK,1120888,1437.17
677574458,MODWRK,1202533,1362.4
683897158,MODWRK,1015394,914.71
683173964,BIZAPP,1047415,404.8
677066614,MODWRK,4813611,623.62
677574658,AZURE,1018532,1078038.01
683730110,MODWRK,1359050,1603.28
677085007,BIZAPP,1166415,1404.52
676952010,AZURE,3813193,2550870.82
683903366,MODWRK,1022559,3848.21
677065519,MODWRK,1018747,4132.2
676962251,MODWRK,1018856,12959.62
677621375,AZURE,4720842,213780.87
677620418,MODWRK,1024097,106.71
683891599,AZURE,1121211,437220.15
676967747,AZURE,1023309,14845.5
683866972,AZURE,4838299,483067.22
676954416,AZURE,1023126,15237.56
683855834,AZURE,1104812,14748
676962530,AZURE,2725989,322380.73
677574458,AZURE,1202533,9821.9
676955375,MODWRK,1015394,24482.61
676954038,MODWRK,1095981,850.76
677574736,MODWRK,2823963,2473.77
677046760,MODWRK,1018532,202.56
677104341,AZURE,1359050,18161.81
676952951,MODWRK,1166415,6874.66
676953167,BIZAPP,1416163,0
683965106,MODWRK,1020955,7357.04
683841917,MODWRK,1018747,319.38
676965821,MODWRK,4579263,1420.21
677064620,MODWRK,1164205,557.91
676953071,AZURE,1032424,1690285.2
683887427,MODWRK,1121211,234.72
677620296,AZURE,6016266,20134
676960748,AZURE,4864219,18007.88
676972163,AZURE,1023126,39017.88
676954762,AZURE,1104812,4975.5
676955510,MODWRK,1540400,164.01
676984151,AZURE,1020661,7097.6
676955375,AZURE,1015394,5234.31
677007857,AZURE,1432842,776078.04
677021483,MODWRK,4813611,2370.02
683844583,MODWRK,1018532,3016.47
683841916,BIZAPP,3381839,46.42
683841882,MODWRK,1166415,1411.69
676953417,MODWRK,1416163,2005.6
676956351,AZURE,1020353,622600.11
676963653,MODWRK,1018747,16483.45
676962251,AZURE,1018856,95042.07
683869731,AZURE,1292587,259736.84
676954071,MODWRK,5312476,24576.58
677017002,AZURE,1121211,4802.34
677621467,AZURE,6016266,171258.14
683174109,AZURE,4864219,25506.8
676954378,MODWRK,1023126,8341.9
677028418,AZURE,1104812,14779.5
683173919,AZURE,1463863,9802341.05
677652118,MODWRK,1023143,2222.95
677052455,AZURE,4455800,1767992.29
677007857,MODWRK,1432842,4429.33
683890443,MODWRK,4813611,888.44
683846757,MODWRK,1018532,2017.47
676984604,AZURE,1359050,224142.39
677620602,MODWRK,1166415,11.17
677053988,AZURE,5058206,1164840
683871204,BIZAPP,5366924,152.56
677074308,MODWRK,1018747,1778.55
676954178,MODWRK,1258657,97.44
683845946,MODWRK,1164205,4727.8
676955746,AZURE,1023713,186964.62
677574424,AZURE,1121211,44555.7
677575332,MODWRK,3376917,1488.45
677037276,AZURE,2878633,3381.65
677621454,MODWRK,1023126,1176.44
676992511,AZURE,1104812,4977
676954421,AZURE,4836695,241689.88
683849630,MODWRK,1015394,4651.07
676977164,MODWRK,1020951,30935.69
676953686,MODWRK,4813611,6200.01
676967893,AZURE,1018532,466454.35
677620909,MODWRK,1359050,4569.94
683886527,AZURE,1166415,23400.48
677033372,AZURE,1022559,501090.9
677006049,AZURE,1018747,99544.14
676954682,MODWRK,1018856,8578.42
676952415,MODWRK,1164205,27681.08
676952789,BIZAPP,1032424,1.97
677621218,AZURE,1121211,784914.38
680009147,AZURE,4273412,76695
677620360,BIZAPP,1051771,16.21
677058197,AZURE,1023126,750678.29
676973204,AZURE,1854867,10099
676959925,MODWRK,1540400,1612.33
677652162,AZURE,1015394,963822.06
676957637,MODWRK,4360674,6168.95
676997546,AZURE,4654234,3519938.1
683844583,AZURE,1018532,86446.82
677045849,MODWRK,1359050,2810.36
677049598,MODWRK,2698463,129.57
677029652,MODWRK,1022559,8935.5
677574833,AZURE,1018747,118197.7
676973779,AZURE,1018856,38388.83
677089385,AZURE,1032424,52963.89
683891599,MODWRK,1121211,1829.38
677620342,AZURE,6016266,79710.6
676952789,MODWRK,4864219,39959.09
676984135,AZURE,1023126,172855.76
683851854,AZURE,1104812,4421.42
676957589,MODWRK,4720882,816.64
683173948,AZURE,1015394,76689.29
677127018,AZURE,5366044,539115.94
680483577,MODWRK,2823963,12393.23
683860313,AZURE,1018532,7860.62
683841847,MODWRK,1020958,5331.56
677059285,MODWRK,1166415,60.93
677060221,MODWRK,1020955,2181.41
677620488,AZURE,1018747,1018192.83
676977949,AZURE,1142665,57934.8
677621525,MODWRK,1095590,1178.36
677620900,MODWRK,3931983,323.9
683847706,AZURE,1023309,62326.02
677620324,AZURE,4864219,4964
676975693,AZURE,1023126,149757.91
677620255,AZURE,1104812,14956.5
683865662,AZURE,1540400,7766.69
677020621,BIZAPP,1022918,42.06
677067320,MODWRK,1020951,1689.69
683173947,MODWRK,2823963,25845.49
677051142,MODWRK,1018532,6950.52
676973494,MODWRK,1359050,3607.87
676963100,MODWRK,1166415,39.85
676958787,AZURE,2159883,71278.6
676963653,AZURE,1018747,379671.7
676964984,AZURE,1018856,20604.16
676954965,AZURE,4210355,30662.69
676996872,MODWRK,1121211,61353.29
683864596,AZURE,3376917,108531.77
676952946,AZURE,4864219,0
677620435,MODWRK,6446231,3102.39
676982554,MODWRK,2510295,2975.9
683865662,MODWRK,1540400,7097.91
677092616,MODWRK,1022918,3801.91
683863234,MODWRK,1021288,3976.35
676990095,MODWRK,4813611,18174.51
683841801,AZURE,-6443,684950.34
676955679,MODWRK,1359050,735.98
683841956,MODWRK,1166415,37.83
677033372,MODWRK,1022559,17140.85
676963526,MODWRK,2251467,15207.26
676998846,AZURE,2875779,32325.11
677620998,MODWRK,5312476,2934.36
677036469,MODWRK,1121211,3450.57
676953867,AZURE,6016266,99587.47
683173994,BIZAPP,4864219,2237.71
676962152,AZURE,1023126,12145.83
683842148,AZURE,1854867,28507.59
683843347,MODWRK,1540400,1528.77
677652162,MODWRK,1015394,307.41
683841962,MODWRK,1095981,2458.76
677620661,MODWRK,4813611,2371.53
683867059,MODWRK,1018532,641.22
683954568,AZURE,-2576,310492.62
676955235,MODWRK,1166415,927.08
676959848,AZURE,1402906,343649.94
676962919,MODWRK,1018747,234.05
683842961,AZURE,1018856,40756.12
676953946,AZURE,1235831,77803.02
676981372,AZURE,1121211,26496.96
676954119,AZURE,6016266,54142.19
676964381,MODWRK,3140991,17710.85
676957333,AZURE,1023126,211388.24
677001259,AZURE,1104812,17028.26
680469092,AZURE,1858320,14985
683852441,MODWRK,1015394,3491.7
676955146,AZURE,1095981,2972.35
683842342,MODWRK,4532248,8686.61
683874250,MODWRK,2823663,847.81
683174206,MODWRK,1359050,15663.13
677620889,BIZAPP,1100749,547.12
676988145,MODWRK,1542558,81716.94
676967143,AZURE,1018747,744350.22
676967039,MODWRK,1028782,15576.15
676982807,MODWRK,5312476,946.1
683864859,MODWRK,1121211,4301.72
677620467,AZURE,1023309,14941.5
676955956,MODWRK,4864219,7673.62
677620768,MODWRK,1023126,953.55
677049604,BIZAPP,2840271,0
683842883,MODWRK,1540400,1040.91
676977369,BIZAPP,5111789,3.93
676955146,MODWRK,1095981,740.24
676952606,MODWRK,2823963,4146.57
677621475,MODWRK,1018532,4119.74
683174206,AZURE,1359050,453477.66
683925254,AZURE,5324221,251607.23
677621537,AZURE,1020353,92595.11
676967199,MODWRK,1018747,14580.91
676977949,BIZAPP,1142665,545.46
677033449,MODWRK,1142638,1188.44
683864859,BIZAPP,1121211,0
677011468,AZURE,1023309,5077.5
676951642,AZURE,4864219,15357
677620768,AZURE,1023126,79544.48
677575296,AZURE,3921,955130.44
676964643,MODWRK,1540400,3003.57
683852441,AZURE,1015394,186719.49
677027116,BIZAPP,1047415,631.93
676953300,MODWRK,2823963,74073.21
676953059,MODWRK,1018532,3501.01
676953001,AZURE,1427916,1298858.43
676996548,MODWRK,1166415,10.18
676965215,MODWRK,1022559,5261.32
676953215,AZURE,1018747,1649485.19
677621966,MODWRK,1018856,872.7
677016347,AZURE,4516266,832694.37
677081714,AZURE,1121211,120639.6
683864596,MODWRK,3376917,1593.28
677073784,MODWRK,1041823,182.59
676992711,AZURE,1023126,6772.52
683843026,AZURE,1104812,15036
683874654,BIZAPP,1540400,64.05
683841816,BIZAPP,2479780,262.19
683173866,MODWRK,1047415,44732.7
676955500,AZURE,1015803,1050035.6
683867059,AZURE,1018532,2858.04
676969618,MODWRK,1021985,1105.14
683841849,MODWRK,1166415,1352.08
683847241,AZURE,1020955,24680.76
677621234,MODWRK,1018747,16.62
683864022,AZURE,1018856,472408.31
676954927,AZURE,5312476,1195819.44
676956811,AZURE,1121211,69952.64
677033505,MODWRK,1121479,871.49
677621499,AZURE,-2324,543606.62
677112038,MODWRK,1273497,782.34
676982058,AZURE,1104812,15276
677051445,BIZAPP,1540400,22.52
676951749,BIZAPP,2479780,75.07
677621632,AZURE,1121400,134685.72
676960458,MODWRK,2823963,67176
683852308,MODWRK,1018532,12122.79
676958300,MODWRK,1020958,10883.54
676955835,MODWRK,1166415,44.01
676957825,MODWRK,1022559,19795.52
683868614,AZURE,1018747,896960.21
683853652,MODWRK,1018856,819.13
677620312,MODWRK,1095590,6215.99
677574424,MODWRK,1121211,4252.17
677574507,AZURE,4143383,35956.13
676971723,AZURE,4864219,0
676953858,AZURE,1023126,12911.24
683843928,AZURE,1104812,5128.5
683842155,MODWRK,1540400,2034.81
677019077,MODWRK,1015394,6314.45
683851398,MODWRK,6147779,20.61
676952878,BIZAPP,4813611,86.56
683861968,MODWRK,1018532,1676.35
677754273,BIZAPP,1021985,11.09
677043992,BIZAPP,1166415,66.06
683122129,MODWRK,1020955,19035.93
676955169,AZURE,1388828,23479.6
683841940,AZURE,1018856,4590.94
683841829,MODWRK,5312476,76.5
677621120,MODWRK,1121211,1137.66
683855710,AZURE,1023309,4875.5
677002333,AZURE,4864219,28621.6
676962351,AZURE,4246418,38419.39
676967008,AZURE,2550988,542.69
683842155,BIZAPP,1540400,51.81
677621857,MODWRK,1015394,484.02
683174039,BIZAPP,1047415,601.01
676953377,MODWRK,4532248,46574.03
677621475,AZURE,1018532,155015.66
683883936,AZURE,1359050,0
676966801,MODWRK,1166415,149.85
677031664,MODWRK,5366924,2743.48
676957008,AZURE,5032814,312004.65
676959747,MODWRK,1028782,42004.38
676983439,MODWRK,1121211,84555.45
683841711,AZURE,6016266,1814.22
677022366,MODWRK,4838299,1770.62
677000091,MODWRK,6446231,479.5
676964179,AZURE,1104812,4948
677005301,MODWRK,4836695,1062.32
684407925,MODWRK,1015394,321.74
676953610,MODWRK,1020951,7244.39
676953391,MODWRK,2823963,12446.46
677060638,MODWRK,1018532,3119.76
676984486,MODWRK,1359050,6163.78
676987408,AZURE,1166415,4649736.26
676959401,MODWRK,1093664,216.13
677056765,AZURE,6455019,491454.35
677620877,AZURE,1018856,355959.02
683871519,MODWRK,1121211,219.32
676987522,AZURE,6016266,14944.63
676978183,AZURE,1019417,45983.24
681857920,AZURE,6419922,4576517.71
676952787,AZURE,1083539,1440116.07
676955701,BIZAPP,1540400,102.48
677621857,AZURE,1015394,7381.53
676956623,MODWRK,1095981,31496.79
676956336,MODWRK,2823963,8737.11
683843117,MODWRK,2823663,2722.23
676964962,MODWRK,1021985,12173.32
677001589,AZURE,5171650,72771.43
677031178,AZURE,1022559,43057.8
677621407,MODWRK,1018747,797.83
677883469,AZURE,1018856,14387.8
677038895,MODWRK,1121211,28091.69
677621383,MODWRK,3376917,1528.62
683874132,MODWRK,1257064,1707.07
676958506,MODWRK,1023126,40660.29
676958646,AZURE,1104812,14611.5
683846525,AZURE,5269961,71538.65
684407925,AZURE,1015394,405445.35
676953783,BIZAPP,1047415,599.61
676952708,MODWRK,2823963,120219.93
683842959,AZURE,1018532,37638.48
677076860,AZURE,1359050,5082.12
676974517,MODWRK,1784140,7762.08
677620469,AZURE,1022559,31297.43
677105423,AZURE,1018747,1366981.82
683974220,MODWRK,1142665,1728.89
676980656,MODWRK,1121211,2415.97
676952401,AZURE,1023309,30704.39
677042813,MODWRK,6446231,610.67
683871875,AZURE,1104812,5001.5
677081810,AZURE,-100403,90490.01
676953105,MODWRK,1015394,4931.66
683864213,MODWRK,4318663,0
676966748,AZURE,6274387,156937.26
677012823,MODWRK,1018532,27492.28
676962587,MODWRK,1021985,9511.7
677622225,MODWRK,1166415,738.22
677031178,BIZAPP,1022559,4.1
676952646,AZURE,1018747,1336908.98
676953134,AZURE,2875779,27034.98
683174217,AZURE,1121211,7399.96
677022850,AZURE,1023309,74572.5
683173891,AZURE,1023126,1295942.83
676983091,AZURE,1854867,81958.82
683858321,AZURE,1540400,463.66
677621115,MODWRK,1015394,0.99
683122929,BIZAPP,1047415,533.76
676962937,BIZAPP,4813611,621.34
677622202,AZURE,5334456,9862.88
676955372,BIZAPP,1021985,361.79
676956801,BIZAPP,1166415,13.12
677620469,MODWRK,1022559,4044.89
683174030,MODWRK,1018747,1583.28
680484922,MODWRK,1018856,1007.73
677024252,MODWRK,1121211,4537.59
676953127,AZURE,6016266,246498.45
676953039,MODWRK,1023126,1230.55
683173902,AZURE,1854867,2623490.18
677620315,AZURE,5269961,16259.34
676974646,AZURE,1015394,958180.49
676957594,MODWRK,1020951,14017.08
676973425,MODWRK,4813611,113.32
677621306,MODWRK,1018532,679.94
677754273,MODWRK,1021985,59287.32
683913678,AZURE,1166415,59626.89
677621215,MODWRK,1020955,1631.35
677621407,AZURE,1018747,332227.26
683876618,MODWRK,1018856,1533.63
677024348,AZURE,1121211,6667281.96
676962548,AZURE,6016266,463059.08
677076324,MODWRK,1023126,1.01
676952772,AZURE,1854867,136869.03
677622233,MODWRK,1540400,710.01
676974646,MODWRK,1015394,1573.72
677575022,MODWRK,1020951,1866.66
676976773,MODWRK,4813611,10861.97
683729953,MODWRK,1018532,5528.74
676984486,BIZAPP,1359050,290.63
677098265,MODWRK,1166415,42.92
683845955,MODWRK,4383230,1554.03
677105423,MODWRK,1018747,4.04
677936058,MODWRK,1018856,8728.68
683881235,AZURE,4927210,355425.01
676963839,AZURE,6016266,371293.29
677045242,MODWRK,6446231,26440.3
683863833,AZURE,1104812,15196.5
677011987,AZURE,4822476,630535.34
677073862,AZURE,1015394,37519.88
683842358,AZURE,5176862,8822.62
683173921,MODWRK,2823963,92424
676960399,MODWRK,1018532,0
676962856,MODWRK,1359050,15267.18
677575224,MODWRK,1166415,33.94
676953737,AZURE,1020353,128800.79
683174030,AZURE,4020623,171296.9
683841940,MODWRK,4522365,0
677046814,MODWRK,1121211,2864.94
683842979,AZURE,1023309,29190
677652045,MODWRK,1023126,2690.53
677620817,AZURE,1104812,15109.5
676962183,BIZAPP,1118603,47.9
676971729,MODWRK,1015394,5898.21
677069583,MODWRK,1020951,13688.3
